customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15708289,793,Spain,Male,25,3,100913.57,1,0,0,10579.72,0
15734626,652,Spain,Female,36,1,0,2,1,1,19302.78,0
15632538,658,Spain,Female,32,5,145553.07,1,1,1,31484.76,0
15664547,760,France,Male,37,7,0,1,0,0,32863.24,1
15588701,592,France,Female,38,4,0,2,1,0,35338.96,0
15646262,622,France,Male,31,7,0,1,1,0,35408.77,0
15689031,697,Spain,Female,37,7,168066.87,1,1,0,35450.53,0
15589563,531,Spain,Male,31,2,118899.45,2,0,0,41409.36,0
15764072,759,France,Female,31,1,109848.6,1,1,1,42012.55,0
15801821,691,France,Male,38,1,0,2,0,0,44653.50,0
15774727,757,Germany,Female,34,1,129398.01,2,0,0,44965.44,0
15572182,505,Germany,Female,33,3,106506.77,3,1,0,45445.78,1
15796958,658,France,Male,39,7,0,2,1,0,48378.40,0
15665222,625,Spain,Male,52,8,121161.57,1,1,0,48988.28,0
15749300,556,France,Female,47,2,139914.27,1,1,1,50390.98,0
15578866,676,France,Female,43,2,0,1,1,1,55119.53,0
15768777,507,Spain,Female,34,4,0,2,1,1,60688.38,0
15605872,707,France,Male,73,6,66573.17,1,1,1,62768.80,0
15658057,812,Spain,Female,44,8,0,3,1,0,66926.83,1
15701160,556,Germany,Female,43,4,125890.72,1,1,1,74854.97,0
15814035,601,France,Male,29,9,0,1,1,1,80393.27,0
15685628,670,Spain,Male,35,2,124268.64,2,0,1,84321.03,0
15771749,653,Germany,Female,38,5,114268.22,2,1,1,89524.83,0
15661723,667,Spain,Male,71,4,137260.78,1,0,1,94433.08,1
15600103,633,Germany,Female,29,8,104944.1,1,1,1,97684.46,0
15610105,666,Germany,Female,21,1,121827.43,2,1,1,99818.31,0
15713267,779,Spain,Female,34,5,0,2,0,1,111676.63,0
15639265,714,France,Male,54,7,126113.28,1,1,0,112777.38,0
15723263,495,Germany,Female,34,9,117160.32,1,1,1,116069.24,1
15712303,692,France,Male,66,4,159732.02,1,1,1,118188.15,0
15775131,580,Spain,Male,32,9,142188.2,2,0,1,128028.60,0
15709295,697,Spain,Female,25,5,82931.85,2,1,1,128373.88,0
15707681,501,Germany,Male,38,9,88977.39,2,0,1,133403.07,0
15611786,668,Spain,Female,69,9,0,1,0,1,134483.07,0
15811314,589,Germany,Female,36,9,140355.56,2,1,0,136329.96,0
15669262,765,France,Male,43,9,157960.49,2,0,0,136602.80,0
15611105,799,Spain,Male,35,7,0,2,0,1,140780.80,0
15573628,751,Germany,Female,51,7,148074.79,1,1,0,146411.41,1
15629744,804,France,Female,71,8,0,2,0,1,147995.96,0
15636478,621,France,Male,31,7,136658.61,1,1,1,148689.13,0
15686963,680,Spain,Female,30,3,0,1,1,0,160131.58,0
15600086,717,France,Male,48,7,123764.95,1,1,1,169952.82,0
15612103,627,Germany,Female,35,2,137852.96,1,1,1,172269.21,1
15683027,570,Germany,Male,29,4,122028.65,2,1,1,173792.77,0
15724632,537,France,Female,41,0,0,2,0,1,175262.49,0
15790355,606,Germany,Male,36,5,190479.48,2,0,0,179351.89,0
15582492,535,France,Female,29,2,112367.34,1,1,0,185630.76,0
15663441,700,Germany,Female,40,4,148571.07,1,1,0,189826.96,1
15746035,450,Spain,Male,25,9,74237.2,2,0,1,195463.35,0
15773487,634,Germany,Female,31,8,76798.92,1,0,0,196021.73,0
