customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15718667,621,France,Male,35,7,87619.29,1,1,0,143.34,0
15701176,663,France,Male,26,5,141462.13,1,1,0,440.20,0
15660602,464,Germany,Male,33,8,164284.72,2,1,1,3710.34,0
15675360,427,France,Male,33,8,0,1,1,1,13858.95,0
15588535,750,Spain,Female,39,6,0,2,0,0,19264.33,0
15569423,731,Spain,Male,41,4,0,2,1,0,22299.27,0
15690958,767,Germany,Male,23,2,139542.82,1,0,1,28038.28,0
15798975,606,Germany,Male,48,4,132403.56,1,0,0,36091.91,1
15583353,610,Spain,Female,45,3,0,1,1,0,38276.84,1
15705521,548,Germany,Female,33,0,101084.36,1,1,0,42749.85,0
15621687,813,France,Male,34,0,0,2,1,0,43169.15,0
15761717,720,France,Male,26,10,51962.91,2,1,0,45507.24,0
15708916,587,France,Male,38,0,0,2,1,0,47414.15,0
15642022,621,Spain,Male,34,8,0,1,0,0,47972.65,0
15642022,621,Spain,Male,34,8,0,1,0,0,47972.65,0
15794297,776,France,Male,36,1,0,2,1,0,53477.76,0
15778589,626,France,Male,34,7,113014.7,2,1,1,56646.28,0
15760514,789,Germany,Female,43,9,116644.29,2,1,1,60176.10,0
15651664,615,France,Female,61,1,104267.7,1,1,0,62845.64,1
15765322,755,France,Male,23,5,84284.48,2,1,1,62851.60,0
15598070,564,France,Female,33,4,135946.26,1,1,0,63170.00,0
15781129,687,Spain,Male,38,8,69434.4,2,1,1,66580.13,1
15636589,794,France,Female,41,7,0,2,1,1,74275.08,0
15750772,671,France,Female,38,6,132129.72,1,0,1,76068.95,0
15688251,767,France,Male,43,1,76408.85,2,1,0,77837.63,0
15792720,676,France,Male,33,6,171490.78,1,0,0,79099.64,0
15576216,655,Germany,Female,37,4,108862.76,1,1,0,79555.08,1
15774192,539,Germany,Female,38,8,105435.74,1,0,0,80575.44,1
15596011,529,Spain,Male,34,9,0,1,1,1,93208.22,0
15756535,733,Germany,Male,39,5,91538.51,1,1,1,93783.00,0
15662067,743,France,Male,40,8,68155.59,1,1,0,94876.65,0
15570299,584,Germany,Female,31,6,152622.34,1,1,0,99298.80,0
15620836,816,Germany,Female,34,2,108410.87,2,1,0,102908.91,0
15668575,626,Spain,Female,26,8,148610.41,3,0,1,104502.02,1
15675963,627,France,Female,57,9,0,2,1,1,107712.42,0
15785488,701,Spain,Female,39,9,0,2,1,1,110043.88,0
15609058,676,France,Male,23,1,107787.47,1,0,1,116378.82,0
15750545,629,France,Male,44,5,0,4,0,0,117572.59,1
15736533,730,Germany,Female,37,5,124053.03,1,1,0,118591.67,0
15653547,850,France,Male,56,7,131317.48,1,1,1,119175.45,0
15633525,631,France,Male,29,7,0,2,0,1,125877.22,0
15798053,707,Spain,Male,32,9,0,2,1,0,126475.79,0
15713094,651,France,Female,25,8,0,2,1,1,126761.20,0
15665579,597,France,Female,28,0,142705.95,1,1,0,127233.39,0
15761600,713,France,Male,43,5,86394.14,1,1,1,130001.13,0
15642821,383,Spain,Female,48,8,95808.19,1,0,0,137702.01,1
15664737,779,Spain,Female,38,7,0,2,1,1,138542.87,0
15774744,664,Germany,Male,33,7,97286.16,2,1,0,143433.33,0
15755241,714,France,Female,52,2,0,1,0,1,144045.08,1
15771857,513,Spain,Male,39,7,89039.9,2,1,1,146738.83,0
15660316,420,Germany,Female,34,1,135549.9,1,0,0,149471.13,1
15581237,573,Spain,Male,33,1,160777.9,1,1,1,149536.15,0
15721658,672,Spain,Female,56,2,209767.31,2,1,1,150694.42,1
15790442,631,Spain,Male,33,2,0,2,1,1,158268.84,0
15760121,712,France,Male,32,9,100606.02,1,1,0,165693.06,0
15648136,658,Germany,Female,28,9,152812.58,1,1,0,166682.57,0
15656522,593,Spain,Male,32,10,158537.42,1,1,0,166850.57,0
15633854,654,France,Female,40,3,0,2,1,0,167889.10,0
15808566,516,France,Male,46,2,0,2,1,1,169122.54,0
15812720,807,Germany,Male,37,10,130110.45,2,0,1,172097.95,0
15713604,425,Germany,Male,40,9,166776.6,2,0,1,172646.88,0
15689692,598,Germany,Male,19,3,150348.37,1,1,1,173784.04,0
15642934,669,Germany,Female,35,4,108269.2,2,1,0,174969.92,0
15605622,841,Spain,Male,28,4,0,2,1,1,179436.60,0
15777599,746,Germany,Male,34,6,141806,2,1,1,183494.87,0
15681878,436,Germany,Male,45,3,104339.11,2,1,1,183540.22,1
15568819,619,Germany,Female,42,8,132796.04,3,1,1,191821.35,1
15813144,554,France,Female,26,7,92606.86,2,1,0,192709.69,0
15593973,663,Spain,Female,33,8,122528.18,1,1,0,196260.30,0
15730447,629,France,Female,49,4,0,2,1,1,196335.48,0
