customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15749519,822,France,Male,38,6,128289.7,3,1,0,9149.96,1
15705352,686,Spain,Male,38,7,111484.88,1,1,1,76076.20,0
15654408,562,Spain,Male,41,5,165445.04,2,1,0,85787.31,0
15620557,561,Spain,Male,37,4,101470.29,1,0,1,88838.14,0
15773456,678,Germany,Male,36,3,145747.67,2,0,1,89566.74,0
15607753,606,Spain,Female,23,10,70417.79,1,0,1,90896.04,0
15702801,677,France,Female,29,3,86616.35,1,0,0,91903.90,1
15710928,665,France,Female,55,8,136354.16,1,1,1,93769.89,0
15786392,765,France,Male,41,4,124182.21,1,0,0,100153.43,0
15585066,660,France,Female,43,1,0,1,0,1,112026.10,1
15668818,592,Spain,Female,40,2,200322.45,1,1,1,113244.73,0
15770539,792,France,Male,30,1,127187.86,1,1,1,113553.42,0
15574122,817,France,Male,34,5,129278.43,1,0,0,165562.84,0
15658589,850,Spain,Male,38,2,94652.04,1,1,1,171960.76,0
15719950,682,France,Male,61,10,73688.2,1,1,1,172141.33,0
15627203,508,Spain,Male,54,10,0,1,1,1,175749.36,0
15666916,639,France,Male,43,6,99610.92,2,1,0,187296.78,0
15587507,850,France,Male,47,6,0,1,1,0,187391.02,1
15782531,684,Spain,Female,31,8,0,2,1,0,188637.05,0
15710687,593,France,Female,33,0,95927.04,1,1,0,199478.05,0
