customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15594305,712,France,Female,32,1,0,2,1,0,1703.58,0
15734491,676,Spain,Female,36,4,0,2,1,1,3173.31,0
15610801,648,Germany,Male,41,5,123049.21,1,0,1,5066.76,0
15739357,756,Spain,Male,30,2,145127.85,1,0,0,7554.68,0
15810775,576,Spain,Male,52,2,100549.43,2,1,1,16644.16,0
15766166,604,Spain,Male,43,2,145081.72,1,1,1,23881.62,0
15768465,582,Germany,Male,35,8,121309.17,2,1,1,28750.67,0
15746012,729,Spain,Female,28,0,0,2,1,1,31165.06,1
15724527,825,France,Male,34,9,0,2,1,1,31933.06,0
15776231,626,Germany,Male,35,4,88109.81,1,1,1,32825.50,0
15579212,638,France,Male,57,6,0,1,1,0,33676.48,1
15592104,655,France,Female,41,5,0,1,0,0,36548.00,1
15585287,842,Germany,Female,35,9,119948.09,1,1,0,48217.97,1
15708693,759,France,Female,33,2,0,2,1,0,56583.88,0
15684348,656,France,Male,63,8,0,2,0,1,57014.43,0
15763922,608,France,Male,31,7,79962.92,2,1,0,60901.72,0
15786042,706,Germany,Female,44,2,185932.18,2,1,0,65413.41,0
15804256,765,Germany,Male,36,8,92310.54,2,1,1,72924.56,0
15798834,719,Spain,Female,32,7,0,1,0,0,76264.27,0
15762277,710,France,Male,47,5,158623.14,1,0,0,83499.89,1
15579287,581,France,Male,35,4,0,2,0,1,86383.82,0
15615444,663,Germany,Male,28,8,123674.28,2,1,1,87985.20,0
15726832,850,Germany,Male,61,3,141784.02,1,1,1,92053.75,0
15747208,608,France,Male,50,6,0,1,1,0,93568.77,1
15744983,712,Spain,Male,47,1,139887.01,1,1,1,95719.73,0
15714241,749,Spain,Male,42,9,222267.63,1,0,0,101108.85,1
15614137,685,France,Female,40,7,0,2,1,0,103898.59,0
15654292,565,Germany,Male,33,8,130368.31,2,1,0,105642.43,0
15711889,668,France,Male,42,3,150461.07,1,1,0,108139.23,0
15619407,615,France,Male,39,4,133707.09,1,1,1,108152.75,0
15766272,521,Germany,Female,61,0,125193.96,1,1,1,109356.53,0
15633612,696,France,Male,28,4,172646.82,1,1,1,116471.43,0
15732628,745,France,Male,46,2,122220.19,1,1,1,118024.10,0
15665943,445,France,Male,25,6,0,2,1,0,119425.94,0
15724296,684,Spain,Male,41,2,119782.72,2,0,0,120284.67,0
15723400,663,France,Male,28,4,0,2,1,1,123969.64,0
15610557,695,Spain,Female,35,7,79858.13,2,1,1,127977.66,0
15681697,508,France,Male,31,8,72541.48,1,1,0,129803.08,0
15612494,359,France,Female,44,6,128747.69,1,1,0,146955.71,1
15661380,682,France,Male,69,6,0,2,0,1,149604.18,0
15794178,657,France,Male,34,3,107136.6,1,1,0,153895.46,0
15748597,844,Spain,Male,56,5,99529.7,1,0,1,157230.06,1
15740868,658,Germany,Female,45,9,134562.8,1,1,1,159268.67,0
15773520,672,France,Female,43,4,92599.55,2,1,1,167336.78,0
15635116,659,Spain,Male,60,2,0,1,1,0,177480.45,1
15662434,607,France,Male,25,3,0,2,0,0,187048.72,0
15589793,604,France,Male,53,8,144453.75,1,1,0,190998.96,1
15568819,619,Germany,Female,42,8,132796.04,3,1,1,191821.35,1
15775318,590,Spain,Female,51,3,154962.99,3,0,1,191932.27,1
15585379,704,France,Male,39,2,111525.02,1,1,0,199484.96,0
