customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15767818,640,France,Male,55,10,132436.34,1,1,0,978.66,0
15608114,587,Spain,Male,62,7,121286.27,1,0,1,6776.92,0
15684440,548,Germany,Male,32,2,98986.28,1,1,1,55867.38,0
15803352,613,Germany,Male,33,3,155736.42,2,1,1,57751.21,0
15797822,678,France,Male,28,2,109137.12,1,1,1,58814.41,0
15637753,751,Germany,Male,50,2,96888.39,1,1,0,77206.25,1
15737071,639,France,Female,60,5,162039.78,1,1,1,84361.72,1
15572762,410,Germany,Female,50,2,102278.79,2,1,0,89822.48,0
15619514,507,Germany,Male,40,3,120105.43,1,1,0,92075.01,1
15706163,518,Germany,Male,46,4,113625.93,1,0,0,92727.42,1
15774696,640,Germany,Female,75,1,106307.91,2,0,1,113428.77,0
15704583,651,France,Male,56,2,0,1,1,0,114522.68,1
15805254,652,Spain,Female,75,10,0,2,1,1,114675.75,0
15591766,607,Spain,Female,25,4,121166.89,1,0,1,115288.24,0
15800049,728,Spain,Female,43,5,0,1,1,1,120088.17,0
15599386,627,Germany,Male,28,5,71097.23,1,1,1,130504.49,0
15727944,701,Germany,Female,48,1,92072.68,1,1,1,133992.36,0
15753229,802,France,Male,29,9,127414.55,1,1,1,134459.12,0
15606310,823,France,Male,71,5,149105.08,1,0,1,162683.06,0
15737605,531,Spain,Female,45,1,126495.57,2,1,1,164741.50,0
