customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15761053,596,Germany,Male,48,2,131326.47,1,0,0,1140.02,1
15600879,554,Germany,Female,36,3,157780.93,2,1,0,6089.13,0
15773949,692,France,Female,36,3,0,2,1,1,8282.22,0
15610343,705,France,Female,37,10,0,2,1,1,13935.53,1
15686780,645,Spain,Female,55,1,133676.65,1,0,1,17095.49,0
15752953,634,France,Male,45,9,0,2,0,0,17622.82,0
15745621,640,Spain,Female,32,6,118879.35,2,1,1,19131.71,0
15759480,644,France,Female,40,10,139180.97,1,1,1,19959.67,0
15774847,593,France,Male,50,6,171740.69,1,0,0,20893.61,0
15569423,731,Spain,Male,41,4,0,2,1,0,22299.27,0
15799422,535,France,Female,40,8,0,1,1,1,27689.77,0
15725024,805,Germany,Female,33,3,105663.56,2,0,1,33330.89,0
15754526,699,Germany,Male,36,6,147137.74,1,1,1,33687.90,0
15800228,652,Spain,Female,42,4,0,2,1,1,38152.01,0
15697391,604,Spain,Female,34,3,0,2,1,0,38587.70,0
15679813,727,Spain,Male,28,1,0,1,1,0,40357.39,0
15631072,690,France,Male,38,1,94456,2,0,1,55034.02,0
15684440,548,Germany,Male,32,2,98986.28,1,1,1,55867.38,0
15669946,663,Germany,Female,46,2,141726.88,1,1,1,58257.23,0
15636820,725,Germany,Male,40,8,104149.66,1,1,0,62027.90,0
15667424,682,Germany,Female,43,7,111094.05,2,1,1,64679.30,0
15687540,684,France,Male,32,9,100249.41,2,0,1,67599.69,0
15568487,712,France,Male,35,7,124616.23,1,1,1,69320.97,0
15713354,597,Germany,Female,22,6,101528.61,1,1,0,70529.00,1
15752467,720,Spain,Male,34,3,0,2,1,1,77047.78,0
15654238,673,France,Female,40,5,137494.28,1,1,0,81753.92,0
15724890,584,Spain,Male,36,4,82696.09,2,0,0,83058.14,0
15658614,565,Germany,Female,38,7,145400.69,2,1,1,83844.79,0
15752956,629,Spain,Male,29,6,0,2,1,1,88842.80,0
15692583,678,France,Female,32,5,0,2,1,0,90284.47,0
15646082,676,France,Female,34,8,82909.14,1,1,0,91817.38,1
15763431,698,France,Male,36,2,82275.35,2,1,1,93249.26,0
15800366,546,France,Male,29,5,0,1,1,1,94823.95,0
15606229,771,France,Male,39,5,0,2,1,0,96270.64,0
15666197,430,Germany,Female,38,8,153058.64,1,1,0,99377.27,0
15723250,519,France,Male,42,8,0,2,1,1,101485.72,0
15738889,658,France,Male,42,8,102870.93,1,0,1,103764.55,1
15745001,683,Spain,Female,36,7,0,2,1,0,104786.59,0
15605327,607,France,Male,35,2,0,2,1,1,114190.30,0
15744529,510,France,Male,63,8,0,2,1,1,115291.86,0
15584776,847,Spain,Female,37,9,112712.17,1,1,0,116097.26,0
15781553,760,Germany,Female,49,9,91502.99,1,1,0,117232.90,1
15600700,523,Germany,Male,63,6,116227.27,1,1,1,119404.63,0
15610379,599,France,Male,30,9,105443.68,1,1,1,121124.53,0
15682273,683,France,Female,38,5,127616.56,1,1,0,123846.07,0
15626628,631,Spain,Female,31,2,88161.85,2,1,0,127630.88,0
15710164,523,France,Female,73,7,0,2,0,0,130883.90,1
15705735,577,Spain,Male,43,3,0,2,1,1,135008.92,0
15599860,647,Spain,Female,26,8,109958.15,1,1,1,136592.24,1
15791700,773,Germany,Male,47,2,118079.47,4,1,1,143007.49,1
15651740,525,Spain,Female,30,5,0,2,0,1,149195.44,0
15664543,699,France,Male,40,7,0,1,0,1,152876.13,1
15738150,591,France,Male,45,5,0,2,1,1,155492.87,0
15639590,758,France,Female,30,3,141581.08,1,1,0,156249.06,0
15757912,722,Germany,Female,37,0,125977.81,1,0,0,160162.42,0
15739438,539,France,Male,30,0,0,2,1,0,160979.66,0
15766659,525,Spain,Male,33,5,0,2,1,0,161002.29,0
15606310,823,France,Male,71,5,149105.08,1,0,1,162683.06,0
15598088,559,Spain,Male,25,5,0,2,1,1,163221.22,0
15788022,802,Germany,Female,41,4,90757.64,2,0,1,169183.66,0
15569666,517,France,Female,45,4,0,1,0,0,172674.36,1
15655082,607,France,Female,48,4,112070.86,3,1,0,173568.30,1
15712849,632,Germany,Male,41,3,126550.7,1,0,0,177644.52,1
15737792,818,France,Female,31,1,186796.37,1,0,0,178252.63,0
15624391,595,Spain,Female,30,5,100683.54,1,1,1,178361.04,0
15800890,554,France,Female,45,6,0,2,1,1,181204.50,0
15627439,624,Spain,Female,36,10,0,2,0,1,186180.42,0
15698932,756,Germany,Male,44,10,137452.09,1,1,0,189543.90,0
15658339,795,Germany,Male,37,2,139265.63,2,1,1,198745.94,0
15800736,601,Spain,Female,42,4,96763.89,1,1,1,199242.65,0
