Name,LapTime
BOR (Lap 1),89.817
ALO (Lap 1),84.065
ALO (Lap 2),85.241
PER (Lap 1),82.026
BOR (Lap 2),78.739
VER (Lap 1),90.723
PIA (Lap 1),83.049
ALO (Lap 3),91.820
HAM (Lap 1),77.746
VER (Lap 2),79.334
BOR (Lap 3),82.996
PIA (Lap 2),90.893
RUS (Lap 1),92.518
ANT (Lap 1),86.667
BOR (Lap 4),86.124
HUL (Lap 1),83.291
HAD (Lap 1),91.219
OCO (Lap 1),88.860
COL (Lap 1),92.014
BOT (Lap 1),88.627
SAI (Lap 1),89.326
OCO (Lap 2),78.264
ANT (Lap 2),83.214
BOR (Lap 5),89.543
LEC (Lap 1),78.448
BOT (Lap 2),80.259
ANT (Lap 3),83.295
PIA (Lap 3),85.905
LAW (Lap 1),89.501
SAI (Lap 2),77.656
HAD (Lap 2),88.869
BOR (Lap 6),78.171
SAI (Lap 3),83.265
ALO (Lap 4),81.993
COL (Lap 2),83.122
PIA (Lap 4),77.329
ANT (Lap 4),88.414
LIN (Lap 1),84.369
ANT (Lap 5),81.568
PIA (Lap 5),89.932
SAI (Lap 4),88.233
RUS (Lap 2),86.392
COL (Lap 3),78.297
PIA (Lap 6),81.163
BEA (Lap 1),87.958
COL (Lap 4),83.490
VER (Lap 3),82.818
ALO (Lap 5),84.286
GAS (Lap 1),91.996
PIA (Lap 7),88.141
VER (Lap 4),82.362
COL (Lap 5),84.515
SAI (Lap 5),90.099
STR (Lap 1),78.654
HAD (Lap 3),89.023
PER (Lap 2),89.766
STR (Lap 2),83.298
PER (Lap 3),86.918
SAI (Lap 6),86.768
HAM (Lap 2),87.569
