Name,LapTime
HUL (Lap 1),83.564
ALB (Lap 1),90.733
ANT (Lap 1),78.321
BOT (Lap 1),84.474
ANT (Lap 2),86.450
LAW (Lap 1),80.225
LEC (Lap 1),88.191
PIA (Lap 1),82.398
PIA (Lap 2),83.384
SAI (Lap 1),82.927
NOR (Lap 1),86.052
ALO (Lap 1),88.787
PER (Lap 1),77.520
BEA (Lap 1),90.493
LIN (Lap 1),89.547
VER (Lap 1),89.368
SAI (Lap 2),82.386
VER (Lap 2),77.744
HAM (Lap 1),85.132
LAW (Lap 2),78.454
HUL (Lap 2),81.319
PER (Lap 2),89.282
ALB (Lap 2),81.099
ANT (Lap 3),92.934
HAD (Lap 1),87.777
VER (Lap 3),91.185
STR (Lap 1),86.595
PER (Lap 3),87.365
NOR (Lap 2),86.276
HAD (Lap 2),83.874
BEA (Lap 2),85.237
BOT (Lap 2),91.189
LAW (Lap 3),84.833
HAD (Lap 3),88.731
ANT (Lap 4),89.755
NOR (Lap 3),85.459
LAW (Lap 4),78.024
PER (Lap 4),82.333
HUL (Lap 3),81.527
ANT (Lap 5),80.167
LIN (Lap 2),78.301
LAW (Lap 5),83.195
PER (Lap 5),83.187
PER (Lap 6),92.065
NOR (Lap 4),81.102
GAS (Lap 1),88.431
PER (Lap 7),90.998
HUL (Lap 4),81.394
PIA (Lap 3),91.311
HAM (Lap 2),79.029
