Name,LapTime
LAW (Lap 1),80.860
LIN (Lap 1),80.089
COL (Lap 1),78.117
COL (Lap 2),91.128
GAS (Lap 1),81.906
COL (Lap 3),78.774
BOT (Lap 1),78.510
STR (Lap 1),89.962
ALB (Lap 1),84.129
COL (Lap 4),85.884
HUL (Lap 1),86.005
PIA (Lap 1),78.745
LIN (Lap 2),80.915
PER (Lap 1),81.593
HAD (Lap 1),85.571
NOR (Lap 1),89.325
BOR (Lap 1),82.113
BOT (Lap 2),83.241
NOR (Lap 2),90.699
GAS (Lap 2),80.674
HAD (Lap 2),87.725
PER (Lap 2),77.714
NOR (Lap 3),91.517
OCO (Lap 1),89.496
ALO (Lap 1),80.909
LEC (Lap 1),86.631
NOR (Lap 4),92.493
SAI (Lap 1),88.001
HUL (Lap 2),85.616
HAD (Lap 3),87.492
STR (Lap 2),78.674
ALO (Lap 2),90.387
BOR (Lap 2),90.842
RUS (Lap 1),79.234
COL (Lap 5),82.423
NOR (Lap 5),87.361
HUL (Lap 3),88.622
STR (Lap 3),88.916
SAI (Lap 2),83.268
GAS (Lap 3),86.303
HAD (Lap 4),91.512
LAW (Lap 2),85.573
ALO (Lap 3),84.303
STR (Lap 4),91.811
ALB (Lap 2),91.674
OCO (Lap 2),78.399
COL (Lap 6),85.852
ANT (Lap 1),92.484
LEC (Lap 2),82.049
HAM (Lap 1),88.889
