Name,LapTime
OCO (Lap 1),87.958
BOR (Lap 1),92.514
ALB (Lap 1),81.465
BOR (Lap 2),83.514
ALO (Lap 1),77.713
BEA (Lap 1),81.074
PER (Lap 1),83.321
BEA (Lap 2),81.060
HUL (Lap 1),89.724
STR (Lap 1),92.628
ALO (Lap 2),86.479
HAM (Lap 1),84.891
HUL (Lap 2),90.863
BEA (Lap 3),78.180
HAD (Lap 1),88.763
VER (Lap 1),88.526
LAW (Lap 1),83.400
BOT (Lap 1),84.415
BOR (Lap 3),92.250
PIA (Lap 1),88.006
HAD (Lap 2),78.128
HUL (Lap 3),87.320
LIN (Lap 1),90.487
ALO (Lap 3),88.226
ANT (Lap 1),90.941
HAD (Lap 3),81.725
LIN (Lap 2),78.130
BEA (Lap 4),82.111
ALB (Lap 2),92.991
ALB (Lap 3),82.360
BEA (Lap 5),87.676
GAS (Lap 1),87.606
ALO (Lap 4),83.903
OCO (Lap 2),90.605
NOR (Lap 1),87.021
LAW (Lap 2),81.344
HUL (Lap 4),91.532
BEA (Lap 6),84.048
HAD (Lap 4),83.714
RUS (Lap 1),84.370
SAI (Lap 1),87.564
NOR (Lap 2),86.306
PER (Lap 2),87.112
LEC (Lap 1),81.034
HAD (Lap 5),78.607
VER (Lap 2),83.578
RUS (Lap 2),83.776
RUS (Lap 3),91.144
BEA (Lap 7),85.345
LEC (Lap 2),89.450
STR (Lap 2),83.958
BEA (Lap 8),90.259
LIN (Lap 3),83.268
NOR (Lap 3),79.581
STR (Lap 3),82.959
HAD (Lap 6),85.697
ALO (Lap 5),83.477
HUL (Lap 5),92.721
PIA (Lap 2),79.731
STR (Lap 4),89.709
LIN (Lap 4),78.530
HUL (Lap 6),92.116
BOR (Lap 4),79.247
PIA (Lap 3),83.733
PER (Lap 3),91.166
LEC (Lap 3),91.641
LAW (Lap 3),84.051
OCO (Lap 3),81.595
COL (Lap 1),91.493
PIA (Lap 4),78.648
PER (Lap 4),78.355
PIA (Lap 5),81.292
NOR (Lap 4),78.214
PIA (Lap 6),89.376
HUL (Lap 7),87.760
GAS (Lap 2),81.569
RUS (Lap 4),77.850
BOT (Lap 2),86.385
ALO (Lap 6),86.913
GAS (Lap 3),84.444
