Name,LapTime
OCO (Lap 1),83.444
HAM (Lap 1),90.974
PIA (Lap 1),83.052
PIA (Lap 2),91.354
BOT (Lap 1),88.724
HAM (Lap 2),83.830
BOT (Lap 2),84.884
NOR (Lap 1),83.065
STR (Lap 1),85.997
ANT (Lap 1),80.373
PIA (Lap 3),84.183
RUS (Lap 1),79.769
ANT (Lap 2),89.605
PER (Lap 1),86.985
OCO (Lap 2),89.981
BOR (Lap 1),89.456
SAI (Lap 1),79.015
OCO (Lap 3),79.631
LAW (Lap 1),78.455
SAI (Lap 2),83.245
LEC (Lap 1),83.084
VER (Lap 1),83.207
HUL (Lap 1),86.755
RUS (Lap 2),88.577
LIN (Lap 1),89.258
COL (Lap 1),84.456
SAI (Lap 3),77.196
SAI (Lap 4),79.976
HUL (Lap 2),88.711
BOR (Lap 2),81.541
