Name,LapTime
ANT (Lap 1),90.478
LIN (Lap 1),88.658
BEA (Lap 1),87.518
VER (Lap 1),92.288
HAM (Lap 1),90.088
GAS (Lap 1),88.799
HAM (Lap 2),91.592
SAI (Lap 1),82.201
HAM (Lap 3),88.178
HUL (Lap 1),82.514
STR (Lap 1),81.752
BEA (Lap 2),79.106
SAI (Lap 2),91.481
ANT (Lap 2),81.830
BOT (Lap 1),81.658
BOT (Lap 2),80.841
LIN (Lap 2),83.965
SAI (Lap 3),78.843
BOT (Lap 3),89.594
ALO (Lap 1),92.102
BEA (Lap 3),84.538
LIN (Lap 3),79.339
LAW (Lap 1),92.091
PIA (Lap 1),84.556
STR (Lap 2),80.311
SAI (Lap 4),83.480
BOT (Lap 4),80.867
ANT (Lap 3),91.586
HAD (Lap 1),80.670
ALO (Lap 2),81.405
NOR (Lap 1),90.538
LIN (Lap 4),86.443
NOR (Lap 2),87.960
LAW (Lap 2),77.204
LAW (Lap 3),78.564
PIA (Lap 2),79.204
OCO (Lap 1),91.022
LEC (Lap 1),89.350
BEA (Lap 4),92.342
GAS (Lap 2),88.713
STR (Lap 3),83.397
VER (Lap 2),85.247
BOT (Lap 5),88.909
HAD (Lap 2),77.032
COL (Lap 1),92.960
SAI (Lap 5),81.692
LIN (Lap 5),85.657
PIA (Lap 3),83.275
STR (Lap 4),80.433
HAM (Lap 4),84.679
PER (Lap 1),86.921
OCO (Lap 2),88.226
LEC (Lap 2),90.161
OCO (Lap 3),78.068
GAS (Lap 3),88.141
BEA (Lap 5),88.473
RUS (Lap 1),83.817
ALB (Lap 1),89.222
BEA (Lap 6),91.171
RUS (Lap 2),90.553
