Name,LapTime
SAI (Lap 1),79.635
RUS (Lap 1),77.084
NOR (Lap 1),78.352
NOR (Lap 2),78.702
GAS (Lap 1),82.164
LAW (Lap 1),77.779
COL (Lap 1),86.356
LIN (Lap 1),87.734
SAI (Lap 2),77.265
LAW (Lap 2),84.612
HUL (Lap 1),84.117
SAI (Lap 3),82.652
BOR (Lap 1),77.263
SAI (Lap 4),83.587
LAW (Lap 3),81.579
VER (Lap 1),89.553
HUL (Lap 2),83.745
PIA (Lap 1),90.791
VER (Lap 2),78.577
SAI (Lap 5),92.893
HAD (Lap 1),77.816
ALO (Lap 1),79.222
GAS (Lap 2),78.386
LEC (Lap 1),82.333
LEC (Lap 2),83.424
HAM (Lap 1),87.706
HUL (Lap 3),81.848
COL (Lap 2),84.724
GAS (Lap 3),81.618
SAI (Lap 6),84.299
LEC (Lap 3),87.278
BOR (Lap 2),86.180
ANT (Lap 1),84.526
HUL (Lap 4),86.064
COL (Lap 3),89.483
OCO (Lap 1),80.815
HAD (Lap 2),86.167
ALO (Lap 2),91.185
PER (Lap 1),85.015
LAW (Lap 4),87.294
RUS (Lap 2),82.201
HUL (Lap 5),80.612
HUL (Lap 6),91.694
BOR (Lap 3),83.274
LAW (Lap 5),90.446
RUS (Lap 3),83.499
GAS (Lap 4),78.257
HAD (Lap 3),90.990
BOR (Lap 4),81.764
PER (Lap 2),87.037
LIN (Lap 2),78.873
GAS (Lap 5),78.952
SAI (Lap 7),90.426
HAD (Lap 4),92.906
ALO (Lap 3),87.600
ALB (Lap 1),81.982
BEA (Lap 1),81.881
GAS (Lap 6),84.274
LEC (Lap 4),79.284
NOR (Lap 3),89.991
ALB (Lap 2),81.901
COL (Lap 4),79.687
ANT (Lap 2),78.962
ALO (Lap 4),90.732
VER (Lap 3),80.813
BOT (Lap 1),87.554
HAM (Lap 2),89.953
BEA (Lap 2),85.257
NOR (Lap 4),83.104
LAW (Lap 6),84.309
