Name,LapTime
PIA (Lap 1),77.450
NOR (Lap 1),88.585
GAS (Lap 1),77.513
ANT (Lap 1),88.219
OCO (Lap 1),91.531
BEA (Lap 1),77.519
BOR (Lap 1),82.505
BOT (Lap 1),85.511
OCO (Lap 2),89.659
COL (Lap 1),78.305
LAW (Lap 1),81.119
LIN (Lap 1),87.048
PIA (Lap 2),86.561
STR (Lap 1),91.163
ALO (Lap 1),92.950
SAI (Lap 1),81.060
LAW (Lap 2),82.635
HAM (Lap 1),90.565
SAI (Lap 2),80.177
BOT (Lap 2),86.081
OCO (Lap 3),82.465
ALO (Lap 2),92.069
NOR (Lap 2),82.123
HAM (Lap 2),77.973
HAM (Lap 3),86.251
COL (Lap 2),83.627
ALB (Lap 1),82.599
ANT (Lap 2),85.765
OCO (Lap 4),85.901
BOR (Lap 2),81.417
LIN (Lap 2),83.069
BEA (Lap 2),79.750
BOR (Lap 3),92.106
ALO (Lap 3),81.290
HAM (Lap 4),79.923
LAW (Lap 3),89.558
LIN (Lap 3),88.914
LAW (Lap 4),90.622
NOR (Lap 3),79.121
PER (Lap 1),87.411
BEA (Lap 3),91.604
BOR (Lap 4),83.720
STR (Lap 2),87.094
PER (Lap 2),85.946
BOT (Lap 3),78.956
HUL (Lap 1),84.669
SAI (Lap 3),88.172
LAW (Lap 5),77.756
SAI (Lap 4),77.744
HAM (Lap 5),77.551
