Name,LapTime
OCO (Lap 1),81.781
PER (Lap 1),86.197
RUS (Lap 1),82.510
OCO (Lap 2),84.480
NOR (Lap 1),91.227
NOR (Lap 2),88.861
LEC (Lap 1),83.675
BOT (Lap 1),89.148
BOR (Lap 1),87.049
PIA (Lap 1),82.641
ALB (Lap 1),79.676
LAW (Lap 1),87.036
SAI (Lap 1),80.747
RUS (Lap 2),90.656
PER (Lap 2),82.145
PER (Lap 3),78.360
HUL (Lap 1),92.666
PER (Lap 4),86.377
HAM (Lap 1),77.925
BEA (Lap 1),78.484
VER (Lap 1),78.714
HUL (Lap 2),84.644
LEC (Lap 2),89.375
PER (Lap 5),79.083
HAD (Lap 1),92.342
SAI (Lap 2),91.968
NOR (Lap 3),83.440
HAM (Lap 2),77.978
BOR (Lap 2),89.019
LEC (Lap 3),79.267
HAD (Lap 2),85.560
HAM (Lap 3),92.138
LEC (Lap 4),85.909
GAS (Lap 1),89.051
LAW (Lap 2),92.912
GAS (Lap 2),86.069
LAW (Lap 3),86.737
LEC (Lap 5),85.166
BOT (Lap 2),87.624
HAM (Lap 4),88.044
