Name,LapTime
GAS (Lap 1),86.872
ALO (Lap 1),92.294
ALO (Lap 2),77.139
OCO (Lap 1),79.620
COL (Lap 1),89.740
HUL (Lap 1),84.575
NOR (Lap 1),78.645
BOR (Lap 1),89.428
LIN (Lap 1),86.971
LAW (Lap 1),90.798
HAD (Lap 1),79.871
BOT (Lap 1),89.175
RUS (Lap 1),88.583
HUL (Lap 2),78.864
COL (Lap 2),83.625
STR (Lap 1),80.897
ALB (Lap 1),91.628
LIN (Lap 2),83.879
SAI (Lap 1),87.062
COL (Lap 3),85.807
NOR (Lap 2),79.662
NOR (Lap 3),77.382
HAD (Lap 2),83.228
ALB (Lap 2),87.361
ANT (Lap 1),92.256
BOT (Lap 2),84.274
VER (Lap 1),92.803
GAS (Lap 2),86.569
SAI (Lap 2),80.436
HUL (Lap 3),82.276
BOT (Lap 3),91.526
LAW (Lap 2),85.022
HAD (Lap 3),89.912
BOT (Lap 4),81.569
LAW (Lap 3),86.374
SAI (Lap 3),79.884
PER (Lap 1),82.269
BOT (Lap 5),80.267
BEA (Lap 1),78.959
BOR (Lap 2),92.737
