Name,LapTime
LIN (Lap 1),79.274
LIN (Lap 2),91.329
BOT (Lap 1),82.135
LEC (Lap 1),89.037
NOR (Lap 1),82.686
HAM (Lap 1),88.324
OCO (Lap 1),77.844
BOT (Lap 2),81.746
SAI (Lap 1),86.886
LEC (Lap 2),89.785
ALB (Lap 1),92.457
ANT (Lap 1),79.011
BOT (Lap 3),92.247
GAS (Lap 1),84.606
HAM (Lap 2),77.874
OCO (Lap 2),84.939
LIN (Lap 3),78.291
HAD (Lap 1),85.412
COL (Lap 1),90.733
ALB (Lap 2),81.931
ALB (Lap 3),91.632
ALB (Lap 4),80.898
ANT (Lap 2),81.706
SAI (Lap 2),77.611
ALO (Lap 1),86.062
ANT (Lap 3),81.716
RUS (Lap 1),88.167
NOR (Lap 2),80.011
ANT (Lap 4),86.635
BOR (Lap 1),79.634
ALB (Lap 5),84.368
BOR (Lap 2),84.009
COL (Lap 2),81.744
PER (Lap 1),87.741
NOR (Lap 3),89.559
SAI (Lap 3),88.901
NOR (Lap 4),87.734
LEC (Lap 3),92.953
LAW (Lap 1),86.770
STR (Lap 1),77.723
COL (Lap 3),84.725
GAS (Lap 2),84.069
HUL (Lap 1),83.307
VER (Lap 1),91.520
LAW (Lap 2),85.031
BOT (Lap 4),81.150
HAM (Lap 3),90.810
BOR (Lap 3),82.858
BOT (Lap 5),92.107
BEA (Lap 1),83.080
BEA (Lap 2),87.279
BOR (Lap 4),84.420
LAW (Lap 3),79.491
LIN (Lap 4),83.812
LAW (Lap 4),92.544
HUL (Lap 2),86.420
ALB (Lap 6),86.380
HAD (Lap 2),80.383
NOR (Lap 5),91.235
NOR (Lap 6),81.886
HAM (Lap 4),78.286
GAS (Lap 3),89.795
HAM (Lap 5),88.300
PIA (Lap 1),79.158
BOR (Lap 5),82.569
GAS (Lap 4),89.714
HAM (Lap 6),82.907
BOT (Lap 6),90.211
BOT (Lap 7),77.110
PER (Lap 2),89.254
