Name,LapTime
VER (Lap 1),80.685
LAW (Lap 1),85.099
ANT (Lap 1),84.297
LAW (Lap 2),80.007
COL (Lap 1),83.013
VER (Lap 2),92.793
PER (Lap 1),91.379
HUL (Lap 1),81.554
ALO (Lap 1),77.930
BEA (Lap 1),77.324
OCO (Lap 1),85.038
GAS (Lap 1),82.635
PER (Lap 2),91.470
VER (Lap 3),81.833
RUS (Lap 1),87.871
BEA (Lap 2),86.131
NOR (Lap 1),84.349
LIN (Lap 1),91.418
GAS (Lap 2),91.561
GAS (Lap 3),84.454
GAS (Lap 4),87.865
BEA (Lap 3),77.240
STR (Lap 1),90.033
PIA (Lap 1),77.922
LIN (Lap 2),83.158
COL (Lap 2),80.243
LEC (Lap 1),81.279
HAD (Lap 1),82.835
COL (Lap 3),80.591
HAM (Lap 1),91.686
BEA (Lap 4),78.182
COL (Lap 4),90.679
HAD (Lap 2),91.427
ANT (Lap 2),78.972
PIA (Lap 2),82.889
COL (Lap 5),87.776
STR (Lap 2),91.315
OCO (Lap 2),88.591
LEC (Lap 2),83.253
VER (Lap 4),85.399
OCO (Lap 3),91.254
LEC (Lap 3),78.108
RUS (Lap 2),87.843
LAW (Lap 3),92.183
LEC (Lap 4),87.333
NOR (Lap 2),91.657
HAD (Lap 3),87.896
SAI (Lap 1),77.007
SAI (Lap 2),89.802
VER (Lap 5),82.149
STR (Lap 3),88.776
COL (Lap 6),90.005
COL (Lap 7),78.974
NOR (Lap 3),92.996
ALO (Lap 2),80.354
ALB (Lap 1),84.387
LEC (Lap 5),84.827
PER (Lap 3),83.231
LIN (Lap 3),86.622
HAM (Lap 2),86.993
LIN (Lap 4),89.182
GAS (Lap 5),82.343
OCO (Lap 4),79.018
STR (Lap 4),79.547
ALO (Lap 3),84.340
GAS (Lap 6),91.272
ALB (Lap 2),83.297
NOR (Lap 4),80.368
HAD (Lap 4),79.380
NOR (Lap 5),88.806
LAW (Lap 4),85.890
HUL (Lap 2),82.045
ALB (Lap 3),79.326
PIA (Lap 3),87.906
BEA (Lap 5),83.519
BOT (Lap 1),85.561
OCO (Lap 5),90.202
PIA (Lap 4),85.604
ANT (Lap 3),88.456
ANT (Lap 4),81.778
