Name,LapTime
GAS (Lap 1),84.114
LEC (Lap 1),90.301
BEA (Lap 1),77.746
LAW (Lap 1),87.872
ALB (Lap 1),90.323
OCO (Lap 1),90.675
ALO (Lap 1),84.375
GAS (Lap 2),88.379
LAW (Lap 2),89.598
VER (Lap 1),92.836
VER (Lap 2),79.718
SAI (Lap 1),84.930
OCO (Lap 2),89.780
LAW (Lap 3),77.678
LIN (Lap 1),92.873
ALO (Lap 2),91.739
PER (Lap 1),91.322
HAD (Lap 1),86.431
BOT (Lap 1),92.131
BOT (Lap 2),77.071
NOR (Lap 1),86.496
LAW (Lap 4),90.159
ALO (Lap 3),88.948
SAI (Lap 2),84.864
COL (Lap 1),85.098
BOR (Lap 1),88.063
HAD (Lap 2),85.336
COL (Lap 2),91.033
OCO (Lap 3),77.840
PER (Lap 2),80.282
HAD (Lap 3),83.982
RUS (Lap 1),90.615
PIA (Lap 1),91.346
HAM (Lap 1),79.475
BOR (Lap 2),91.008
GAS (Lap 3),90.856
LEC (Lap 2),92.196
LEC (Lap 3),77.171
COL (Lap 3),92.432
PIA (Lap 2),80.935
HAM (Lap 2),78.316
LIN (Lap 2),92.495
PER (Lap 3),88.564
RUS (Lap 2),92.736
HUL (Lap 1),81.340
ANT (Lap 1),81.831
COL (Lap 4),79.993
ANT (Lap 2),80.930
COL (Lap 5),85.228
HUL (Lap 2),80.122
COL (Lap 6),90.817
PIA (Lap 3),79.971
RUS (Lap 3),85.502
BEA (Lap 2),83.968
HAM (Lap 3),81.835
BOR (Lap 3),90.711
STR (Lap 1),77.016
BOT (Lap 3),89.061
SAI (Lap 3),89.786
RUS (Lap 4),89.209
OCO (Lap 4),83.673
SAI (Lap 4),78.615
VER (Lap 3),89.043
ALB (Lap 2),85.420
RUS (Lap 5),91.098
BEA (Lap 3),80.446
COL (Lap 7),87.302
LIN (Lap 3),86.324
LAW (Lap 5),86.487
PIA (Lap 4),78.190
