Name,LapTime
BOT (Lap 1),84.348
BOT (Lap 2),90.602
BOT (Lap 3),80.264
ANT (Lap 1),88.003
HAD (Lap 1),87.375
PER (Lap 1),77.312
PIA (Lap 1),88.800
GAS (Lap 1),88.729
BOR (Lap 1),85.675
BOR (Lap 2),78.222
SAI (Lap 1),89.078
LAW (Lap 1),79.850
HAM (Lap 1),84.865
LIN (Lap 1),82.522
LIN (Lap 2),89.082
LEC (Lap 1),85.052
GAS (Lap 2),85.597
GAS (Lap 3),78.672
ALO (Lap 1),86.668
ANT (Lap 2),84.889
ANT (Lap 3),90.510
GAS (Lap 4),84.143
BOR (Lap 3),90.002
BOR (Lap 4),92.606
ALO (Lap 2),77.130
COL (Lap 1),86.559
VER (Lap 1),82.961
HAD (Lap 2),86.190
BOR (Lap 5),83.236
OCO (Lap 1),82.310
SAI (Lap 2),79.748
RUS (Lap 1),77.170
BOT (Lap 4),92.589
HAM (Lap 2),84.711
ALO (Lap 3),89.048
LAW (Lap 2),87.251
SAI (Lap 3),80.663
HUL (Lap 1),83.947
BOT (Lap 5),92.860
ALB (Lap 1),80.668
ANT (Lap 4),85.385
PIA (Lap 2),89.452
SAI (Lap 4),85.839
ALB (Lap 2),82.987
ALO (Lap 4),86.973
RUS (Lap 2),83.428
ALO (Lap 5),83.688
RUS (Lap 3),84.676
BEA (Lap 1),88.835
PER (Lap 2),80.079
LIN (Lap 3),77.874
PER (Lap 3),81.983
NOR (Lap 1),82.802
LEC (Lap 2),80.715
BOT (Lap 6),90.432
LIN (Lap 4),82.578
PIA (Lap 3),90.685
ALO (Lap 6),89.665
ALB (Lap 3),84.992
BOR (Lap 6),89.200
COL (Lap 2),88.976
BOT (Lap 7),88.785
BEA (Lap 2),81.195
SAI (Lap 5),86.046
HUL (Lap 2),86.030
ALB (Lap 4),90.535
BOR (Lap 7),82.371
BEA (Lap 3),77.560
VER (Lap 2),81.079
ANT (Lap 5),79.188
NOR (Lap 2),85.179
LIN (Lap 5),84.031
HUL (Lap 3),84.412
OCO (Lap 2),85.730
HAD (Lap 3),82.636
VER (Lap 3),91.007
SAI (Lap 6),88.149
ALO (Lap 7),87.135
HUL (Lap 4),80.338
GAS (Lap 5),90.274
OCO (Lap 3),82.247
GAS (Lap 6),80.788
NOR (Lap 3),92.312
STR (Lap 1),88.657
STR (Lap 2),78.274
RUS (Lap 4),78.261
OCO (Lap 4),84.998
OCO (Lap 5),89.805
LIN (Lap 6),84.611
VER (Lap 4),91.481
