Name,LapTime
SAI (Lap 1),82.938
ALB (Lap 1),84.072
HAM (Lap 1),87.633
BOT (Lap 1),91.625
BOR (Lap 1),83.215
HUL (Lap 1),88.697
BOR (Lap 2),92.681
OCO (Lap 1),85.295
BOT (Lap 2),84.582
HAD (Lap 1),85.224
GAS (Lap 1),92.836
PIA (Lap 1),84.463
STR (Lap 1),85.704
LEC (Lap 1),78.325
LEC (Lap 2),85.905
PER (Lap 1),86.628
VER (Lap 1),88.502
PER (Lap 2),90.504
NOR (Lap 1),80.941
LIN (Lap 1),87.328
HAD (Lap 2),85.507
HAD (Lap 3),78.574
ANT (Lap 1),91.326
STR (Lap 2),88.267
BEA (Lap 1),81.182
LIN (Lap 2),87.708
RUS (Lap 1),80.008
HAM (Lap 2),90.697
PER (Lap 3),86.416
LAW (Lap 1),86.390
LAW (Lap 2),81.727
BEA (Lap 2),83.719
LAW (Lap 3),79.048
GAS (Lap 2),90.437
BOR (Lap 3),82.001
LEC (Lap 3),85.825
LAW (Lap 4),87.667
ALO (Lap 1),78.086
NOR (Lap 2),85.866
RUS (Lap 2),90.094
LEC (Lap 4),90.332
LEC (Lap 5),79.760
PER (Lap 4),90.953
HAM (Lap 3),86.197
SAI (Lap 2),83.238
PIA (Lap 2),87.489
NOR (Lap 3),77.180
GAS (Lap 3),79.408
SAI (Lap 3),86.356
BEA (Lap 3),84.918
COL (Lap 1),91.368
OCO (Lap 2),86.293
PIA (Lap 3),92.942
COL (Lap 2),77.838
HUL (Lap 2),78.557
VER (Lap 2),85.352
HUL (Lap 3),82.374
BOT (Lap 3),82.003
LIN (Lap 3),88.510
ALB (Lap 2),86.934
BOR (Lap 4),88.323
HAD (Lap 4),89.146
BOT (Lap 4),90.868
ALO (Lap 2),85.029
ALB (Lap 3),84.907
ANT (Lap 2),88.630
STR (Lap 3),81.479
LAW (Lap 5),79.424
ANT (Lap 3),91.084
PIA (Lap 4),92.222
NOR (Lap 4),91.444
HAD (Lap 5),85.451
RUS (Lap 3),86.062
HUL (Lap 4),77.531
BOT (Lap 5),86.911
SAI (Lap 4),92.499
LEC (Lap 6),86.115
BOR (Lap 5),88.349
VER (Lap 3),80.487
BEA (Lap 4),88.392
SAI (Lap 5),92.628
VER (Lap 4),78.494
LAW (Lap 6),90.633
OCO (Lap 3),92.976
VER (Lap 5),85.677
HUL (Lap 5),77.936
OCO (Lap 4),86.565
LIN (Lap 4),83.992
HAD (Lap 6),82.105
RUS (Lap 4),82.418
