Name,LapTime
VER (Lap 1),81.840
HAD (Lap 1),82.358
VER (Lap 2),90.608
LIN (Lap 1),82.281
HUL (Lap 1),83.922
ANT (Lap 1),80.368
GAS (Lap 1),83.679
HAM (Lap 1),89.203
HAD (Lap 2),82.895
ALO (Lap 1),80.996
LIN (Lap 2),92.401
BOR (Lap 1),84.874
ALO (Lap 2),90.896
COL (Lap 1),80.559
HAM (Lap 2),91.764
COL (Lap 2),84.024
PIA (Lap 1),83.014
HUL (Lap 2),91.795
SAI (Lap 1),87.267
ALB (Lap 1),92.536
ANT (Lap 2),79.050
HAD (Lap 3),77.147
BEA (Lap 1),77.112
LAW (Lap 1),88.438
BEA (Lap 2),87.693
COL (Lap 3),79.353
BEA (Lap 3),77.654
BOT (Lap 1),91.940
NOR (Lap 1),88.108
ALB (Lap 2),86.569
