Name,LapTime
VER (Lap 1),92.301
LIN (Lap 1),79.163
VER (Lap 2),91.474
VER (Lap 3),92.212
VER (Lap 4),92.885
PIA (Lap 1),81.333
PIA (Lap 2),92.654
LAW (Lap 1),84.830
VER (Lap 5),82.505
BOR (Lap 1),77.673
BOR (Lap 2),91.426
ALB (Lap 1),89.998
PER (Lap 1),77.233
BOT (Lap 1),81.590
LAW (Lap 2),87.295
VER (Lap 6),80.160
HAM (Lap 1),86.020
HAD (Lap 1),79.629
ANT (Lap 1),77.213
COL (Lap 1),85.560
BEA (Lap 1),88.753
LEC (Lap 1),82.999
PIA (Lap 3),87.060
HAD (Lap 2),89.704
BOR (Lap 3),89.797
RUS (Lap 1),83.708
HAD (Lap 3),89.911
RUS (Lap 2),86.603
ALO (Lap 1),84.333
SAI (Lap 1),81.251
ALO (Lap 2),78.979
ANT (Lap 2),89.658
RUS (Lap 3),89.085
NOR (Lap 1),78.185
ALO (Lap 3),84.992
HAM (Lap 2),84.138
ALO (Lap 4),88.273
PER (Lap 2),86.435
VER (Lap 7),91.259
VER (Lap 8),81.717
LAW (Lap 3),79.512
ALO (Lap 5),92.980
NOR (Lap 2),89.892
LAW (Lap 4),86.872
BEA (Lap 2),84.526
PIA (Lap 4),77.771
PIA (Lap 5),86.514
LIN (Lap 2),92.970
BEA (Lap 3),88.173
NOR (Lap 3),88.288
LIN (Lap 3),84.259
BOR (Lap 4),85.286
SAI (Lap 2),80.148
BOT (Lap 2),87.545
LEC (Lap 2),85.654
BOT (Lap 3),81.094
LIN (Lap 4),84.290
PIA (Lap 6),79.516
LEC (Lap 3),87.773
PIA (Lap 7),88.574
PIA (Lap 8),83.980
PER (Lap 3),85.000
ALB (Lap 2),81.500
ALB (Lap 3),85.497
BOR (Lap 5),79.007
OCO (Lap 1),77.926
GAS (Lap 1),89.201
ALB (Lap 4),92.026
PIA (Lap 9),91.125
HUL (Lap 1),78.246
LIN (Lap 5),77.256
BOT (Lap 4),84.938
ALO (Lap 6),92.301
HUL (Lap 2),79.666
GAS (Lap 2),90.365
BOR (Lap 6),92.826
BOR (Lap 7),90.268
ANT (Lap 3),91.514
GAS (Lap 3),87.880
BOT (Lap 5),77.637
HAM (Lap 3),80.064
SAI (Lap 3),91.969
COL (Lap 2),90.454
HUL (Lap 3),83.811
BOR (Lap 8),91.393
GAS (Lap 4),92.663
HAD (Lap 4),80.948
PER (Lap 4),84.159
RUS (Lap 4),85.144
OCO (Lap 2),90.489
HAD (Lap 5),91.382
LEC (Lap 4),80.526
COL (Lap 3),88.671
BOT (Lap 6),85.298
SAI (Lap 4),84.742
RUS (Lap 5),77.238
HAM (Lap 4),78.349
LIN (Lap 6),82.799
BEA (Lap 4),91.248
ALB (Lap 5),91.153
