Name,LapTime
HUL (Lap 1),82.970
PER (Lap 1),81.275
BOR (Lap 1),78.050
LEC (Lap 1),80.738
OCO (Lap 1),80.403
BOT (Lap 1),78.961
HAM (Lap 1),85.439
ANT (Lap 1),85.193
BOT (Lap 2),77.077
LAW (Lap 1),79.471
HUL (Lap 2),82.861
HUL (Lap 3),82.603
NOR (Lap 1),87.100
BOT (Lap 3),90.915
NOR (Lap 2),90.366
RUS (Lap 1),82.055
BOT (Lap 4),88.209
BOT (Lap 5),91.684
VER (Lap 1),86.446
LIN (Lap 1),85.102
COL (Lap 1),85.319
GAS (Lap 1),84.912
ANT (Lap 2),84.382
OCO (Lap 2),77.572
COL (Lap 2),89.140
ANT (Lap 3),82.700
BOT (Lap 6),81.770
ALO (Lap 1),79.642
NOR (Lap 3),78.375
HAD (Lap 1),82.502
ALO (Lap 2),83.650
BOR (Lap 2),86.066
PIA (Lap 1),88.126
BEA (Lap 1),88.711
VER (Lap 2),86.849
PER (Lap 2),85.973
GAS (Lap 2),84.138
PIA (Lap 2),85.084
GAS (Lap 3),92.307
BOR (Lap 3),87.590
HAD (Lap 2),82.341
PIA (Lap 3),79.958
LIN (Lap 2),91.811
STR (Lap 1),82.567
BEA (Lap 2),81.646
LIN (Lap 3),92.693
NOR (Lap 4),89.837
LAW (Lap 2),79.424
SAI (Lap 1),87.172
OCO (Lap 3),87.520
LAW (Lap 3),79.795
COL (Lap 3),86.015
BOT (Lap 7),78.545
PER (Lap 3),90.924
BOT (Lap 8),86.296
PER (Lap 4),83.150
LEC (Lap 2),83.496
PIA (Lap 4),92.065
SAI (Lap 2),90.440
BOR (Lap 4),89.462
BOR (Lap 5),89.974
OCO (Lap 4),79.927
COL (Lap 4),77.986
PER (Lap 5),81.060
HUL (Lap 4),88.300
HAD (Lap 3),78.543
BOT (Lap 9),77.371
PER (Lap 6),84.138
STR (Lap 2),87.062
LEC (Lap 3),91.368
BOT (Lap 10),78.295
ANT (Lap 4),91.230
STR (Lap 3),88.260
HAM (Lap 2),91.325
HUL (Lap 5),79.386
COL (Lap 5),86.022
PER (Lap 7),78.365
SAI (Lap 3),83.652
ALB (Lap 1),84.607
ALO (Lap 3),83.858
PIA (Lap 5),83.942
HAM (Lap 3),77.065
LIN (Lap 4),90.287
NOR (Lap 5),77.534
LIN (Lap 5),90.302
LAW (Lap 4),82.444
LIN (Lap 6),83.526
LIN (Lap 7),89.043
LIN (Lap 8),86.474
LAW (Lap 5),85.390
BOR (Lap 6),86.265
PIA (Lap 6),87.598
LAW (Lap 6),92.000
ALB (Lap 2),85.932
LEC (Lap 4),84.565
NOR (Lap 6),78.507
GAS (Lap 4),82.308
LEC (Lap 5),85.597
LAW (Lap 7),87.620
NOR (Lap 7),87.199
