Name,LapTime
ALB (Lap 1),84.703
HAD (Lap 1),90.710
NOR (Lap 1),85.091
PER (Lap 1),80.093
HUL (Lap 1),89.922
PER (Lap 2),88.883
OCO (Lap 1),85.401
LEC (Lap 1),90.270
PER (Lap 3),79.311
HAM (Lap 1),88.249
ALB (Lap 2),81.739
STR (Lap 1),88.571
BOR (Lap 1),90.933
SAI (Lap 1),85.865
BOR (Lap 2),81.145
HAM (Lap 2),78.178
STR (Lap 2),83.779
PIA (Lap 1),83.090
ALB (Lap 3),80.671
ANT (Lap 1),90.121
VER (Lap 1),89.309
NOR (Lap 2),90.928
RUS (Lap 1),86.169
SAI (Lap 2),91.979
BOR (Lap 3),79.639
HUL (Lap 2),80.118
ANT (Lap 2),89.926
COL (Lap 1),87.325
SAI (Lap 3),79.576
OCO (Lap 2),77.494
LEC (Lap 2),87.999
LIN (Lap 1),86.843
ALO (Lap 1),88.063
LEC (Lap 3),77.584
ALB (Lap 4),81.325
ANT (Lap 3),84.991
GAS (Lap 1),81.070
LEC (Lap 4),90.466
LIN (Lap 2),79.123
BOR (Lap 4),91.766
PIA (Lap 2),78.603
ANT (Lap 4),91.053
BEA (Lap 1),77.258
BOT (Lap 1),82.238
ALB (Lap 5),84.191
GAS (Lap 2),82.781
BOR (Lap 5),84.993
HUL (Lap 3),89.721
HAM (Lap 3),92.952
HAD (Lap 2),90.478
NOR (Lap 3),90.286
HAM (Lap 4),88.537
STR (Lap 3),77.813
ANT (Lap 5),78.279
LAW (Lap 1),86.122
HAD (Lap 3),89.189
ANT (Lap 6),92.280
STR (Lap 4),81.473
BOR (Lap 6),78.557
VER (Lap 2),91.557
ALO (Lap 2),83.742
BOR (Lap 7),79.944
LIN (Lap 3),79.882
BOR (Lap 8),78.264
PER (Lap 4),84.732
PER (Lap 5),90.427
PER (Lap 6),81.960
BOT (Lap 2),87.025
GAS (Lap 3),91.619
RUS (Lap 2),78.515
PER (Lap 7),87.886
HAD (Lap 4),83.981
LEC (Lap 5),86.619
LIN (Lap 4),80.875
HUL (Lap 4),81.076
ALB (Lap 6),86.183
LEC (Lap 6),87.972
SAI (Lap 4),83.879
LAW (Lap 2),77.553
BOR (Lap 9),79.107
RUS (Lap 3),80.129
STR (Lap 5),82.679
PIA (Lap 3),90.882
GAS (Lap 4),90.851
PER (Lap 8),84.301
GAS (Lap 5),86.482
PIA (Lap 4),87.545
STR (Lap 6),82.613
ALO (Lap 3),81.949
BOT (Lap 3),81.095
BOR (Lap 10),90.074
RUS (Lap 4),89.147
COL (Lap 2),87.035
COL (Lap 3),77.396
HAM (Lap 5),86.662
HAM (Lap 6),88.430
STR (Lap 7),79.746
BOT (Lap 4),83.413
COL (Lap 4),86.592
BOT (Lap 5),77.492
