Name,LapTime
PER (Lap 1),84.591
RUS (Lap 1),86.848
PIA (Lap 1),83.121
LEC (Lap 1),90.897
ANT (Lap 1),77.757
ALO (Lap 1),80.033
OCO (Lap 1),81.412
ALO (Lap 2),81.047
RUS (Lap 2),84.659
OCO (Lap 2),78.643
PIA (Lap 2),92.450
PER (Lap 2),84.898
SAI (Lap 1),82.947
GAS (Lap 1),87.618
STR (Lap 1),85.379
HAM (Lap 1),91.482
SAI (Lap 2),87.281
GAS (Lap 2),92.330
BOT (Lap 1),85.090
BEA (Lap 1),80.446
OCO (Lap 3),82.975
VER (Lap 1),87.090
SAI (Lap 3),78.372
COL (Lap 1),89.344
HUL (Lap 1),77.536
HAM (Lap 2),85.045
ANT (Lap 2),82.064
BOT (Lap 2),88.334
HUL (Lap 2),79.820
LAW (Lap 1),84.151
HAM (Lap 3),92.518
LEC (Lap 2),82.534
LIN (Lap 1),81.767
SAI (Lap 4),82.833
LAW (Lap 2),90.105
COL (Lap 2),83.290
PIA (Lap 3),90.330
PER (Lap 3),87.164
COL (Lap 3),80.358
STR (Lap 2),92.556
