Name,LapTime
RUS (Lap 1),79.398
SAI (Lap 1),82.199
BOT (Lap 1),83.736
NOR (Lap 1),78.062
BOT (Lap 2),91.195
SAI (Lap 2),90.370
VER (Lap 1),78.744
BOR (Lap 1),89.163
OCO (Lap 1),79.177
PER (Lap 1),79.769
RUS (Lap 2),88.223
BEA (Lap 1),84.116
PIA (Lap 1),81.958
LIN (Lap 1),80.642
OCO (Lap 2),90.360
BOT (Lap 3),88.755
LEC (Lap 1),81.028
LEC (Lap 2),91.834
COL (Lap 1),83.633
RUS (Lap 3),81.354
GAS (Lap 1),78.190
STR (Lap 1),85.376
HUL (Lap 1),81.150
LIN (Lap 2),82.835
BOR (Lap 2),83.984
LAW (Lap 1),90.918
BOT (Lap 4),84.428
HUL (Lap 2),83.925
ALO (Lap 1),92.852
OCO (Lap 3),79.269
