Name,LapTime
GAS (Lap 1),84.241
PIA (Lap 1),87.860
STR (Lap 1),82.229
STR (Lap 2),90.385
OCO (Lap 1),78.924
HUL (Lap 1),77.727
COL (Lap 1),79.833
LEC (Lap 1),88.903
SAI (Lap 1),80.950
VER (Lap 1),85.137
GAS (Lap 2),90.631
RUS (Lap 1),91.440
SAI (Lap 2),82.100
HAM (Lap 1),78.876
BEA (Lap 1),81.935
PIA (Lap 2),81.287
HUL (Lap 2),78.010
ALO (Lap 1),91.720
PER (Lap 1),87.183
LIN (Lap 1),86.779
HAD (Lap 1),90.949
GAS (Lap 3),81.833
PER (Lap 2),83.731
HUL (Lap 3),86.958
BOR (Lap 1),77.757
STR (Lap 3),83.483
HUL (Lap 4),80.603
NOR (Lap 1),87.518
STR (Lap 4),82.899
RUS (Lap 2),80.607
LIN (Lap 2),84.654
PER (Lap 3),80.755
HUL (Lap 5),91.129
LEC (Lap 2),91.946
BEA (Lap 2),79.268
BEA (Lap 3),90.443
OCO (Lap 2),91.861
LAW (Lap 1),89.210
NOR (Lap 2),84.115
HAM (Lap 2),89.341
LAW (Lap 2),92.047
HAD (Lap 2),84.040
VER (Lap 2),92.661
PIA (Lap 3),78.744
RUS (Lap 3),91.173
STR (Lap 5),84.149
PIA (Lap 4),88.262
SAI (Lap 3),84.100
GAS (Lap 4),79.208
ANT (Lap 1),81.110
LAW (Lap 3),92.470
ALO (Lap 2),80.090
NOR (Lap 3),87.050
VER (Lap 3),81.274
LEC (Lap 3),83.370
PER (Lap 4),80.022
HAD (Lap 3),77.394
BEA (Lap 4),78.808
HAM (Lap 3),92.825
ALO (Lap 3),80.285
