Name,LapTime
BOR (Lap 1),84.570
ALB (Lap 1),80.615
BOT (Lap 1),84.109
PIA (Lap 1),92.167
ALB (Lap 2),85.327
RUS (Lap 1),85.180
COL (Lap 1),85.088
LAW (Lap 1),82.055
STR (Lap 1),77.454
LIN (Lap 1),84.281
BOR (Lap 2),80.308
ALO (Lap 1),78.637
RUS (Lap 2),84.301
PER (Lap 1),86.116
GAS (Lap 1),85.935
GAS (Lap 2),78.925
HUL (Lap 1),80.845
HAM (Lap 1),82.182
LIN (Lap 2),89.041
NOR (Lap 1),81.970
COL (Lap 2),79.023
GAS (Lap 3),80.721
BOT (Lap 2),88.161
LIN (Lap 3),77.158
BEA (Lap 1),83.611
BOT (Lap 3),79.458
SAI (Lap 1),84.570
RUS (Lap 3),82.952
VER (Lap 1),77.719
BOR (Lap 3),78.388
SAI (Lap 2),83.772
OCO (Lap 1),79.135
GAS (Lap 4),92.439
SAI (Lap 3),87.906
BEA (Lap 2),86.587
LAW (Lap 2),90.229
COL (Lap 3),80.910
PER (Lap 2),91.249
BOR (Lap 4),81.039
BEA (Lap 3),92.875
COL (Lap 4),92.134
SAI (Lap 4),88.589
PIA (Lap 2),92.265
HUL (Lap 2),88.533
ANT (Lap 1),81.499
ALO (Lap 2),77.613
COL (Lap 5),89.573
HAD (Lap 1),82.701
ALB (Lap 3),91.259
ANT (Lap 2),89.374
BOT (Lap 4),84.860
PIA (Lap 3),92.588
GAS (Lap 5),79.867
LAW (Lap 3),83.496
OCO (Lap 2),78.320
COL (Lap 6),79.880
LEC (Lap 1),89.203
LEC (Lap 2),78.490
GAS (Lap 6),87.354
RUS (Lap 4),92.600
