Name,LapTime
LAW (Lap 1),89.987
LAW (Lap 2),82.778
SAI (Lap 1),77.489
LIN (Lap 1),88.791
BOT (Lap 1),80.162
PER (Lap 1),84.452
LEC (Lap 1),92.545
SAI (Lap 2),88.064
LEC (Lap 2),91.916
RUS (Lap 1),82.213
ALO (Lap 1),90.977
COL (Lap 1),89.330
HAM (Lap 1),86.120
ANT (Lap 1),80.176
NOR (Lap 1),80.499
VER (Lap 1),87.051
LEC (Lap 3),82.960
PIA (Lap 1),92.331
BOR (Lap 1),77.962
NOR (Lap 2),80.350
HUL (Lap 1),88.567
SAI (Lap 3),82.251
LIN (Lap 2),90.227
VER (Lap 2),83.262
PIA (Lap 2),90.035
HAM (Lap 2),83.563
COL (Lap 2),84.865
BOT (Lap 2),89.000
PIA (Lap 3),83.508
COL (Lap 3),88.199
ALO (Lap 2),87.192
HAD (Lap 1),79.123
LAW (Lap 3),85.362
NOR (Lap 3),88.936
PER (Lap 2),79.162
BOR (Lap 2),83.853
HAM (Lap 3),78.336
COL (Lap 4),91.135
PIA (Lap 4),80.860
HUL (Lap 2),90.046
SAI (Lap 4),87.837
OCO (Lap 1),78.765
HAM (Lap 4),83.187
SAI (Lap 5),80.930
BEA (Lap 1),81.294
LAW (Lap 4),81.379
PER (Lap 3),89.363
BOT (Lap 3),89.886
ANT (Lap 2),89.951
BOR (Lap 3),77.590
STR (Lap 1),89.864
ANT (Lap 3),77.331
STR (Lap 2),82.364
STR (Lap 3),83.427
SAI (Lap 6),88.063
LIN (Lap 3),89.074
RUS (Lap 2),78.351
LEC (Lap 4),91.164
ALB (Lap 1),81.397
LEC (Lap 5),80.933
