Name,LapTime
ALB (Lap 1),90.645
SAI (Lap 1),81.777
GAS (Lap 1),86.638
GAS (Lap 2),80.146
PIA (Lap 1),84.133
VER (Lap 1),81.618
BOR (Lap 1),92.959
NOR (Lap 1),91.924
COL (Lap 1),92.634
ALB (Lap 2),77.053
ALB (Lap 3),77.304
BOT (Lap 1),92.833
GAS (Lap 3),82.192
PER (Lap 1),83.092
HAM (Lap 1),82.534
GAS (Lap 4),91.868
ANT (Lap 1),88.939
RUS (Lap 1),78.377
HUL (Lap 1),78.728
HUL (Lap 2),86.036
RUS (Lap 2),86.215
GAS (Lap 5),83.464
LAW (Lap 1),82.248
PER (Lap 2),86.171
BOT (Lap 2),89.891
BEA (Lap 1),85.390
LIN (Lap 1),87.216
HAM (Lap 2),82.742
GAS (Lap 6),85.516
RUS (Lap 3),83.761
NOR (Lap 2),91.434
ANT (Lap 2),87.697
NOR (Lap 3),91.604
GAS (Lap 7),83.510
RUS (Lap 4),89.945
RUS (Lap 5),78.556
NOR (Lap 4),84.602
PER (Lap 3),83.546
LAW (Lap 2),87.814
NOR (Lap 5),86.149
LIN (Lap 2),84.810
HAM (Lap 3),92.417
HAD (Lap 1),80.086
ALB (Lap 4),86.541
ALB (Lap 5),77.813
HAD (Lap 2),77.450
COL (Lap 2),80.358
ANT (Lap 3),81.508
ALB (Lap 6),90.949
ALO (Lap 1),79.786
