Name,LapTime
HAD (Lap 1),89.590
PER (Lap 1),78.417
HAM (Lap 1),80.458
COL (Lap 1),89.802
HUL (Lap 1),88.206
ANT (Lap 1),82.649
NOR (Lap 1),85.844
PER (Lap 2),80.331
BOR (Lap 1),90.318
BEA (Lap 1),81.257
SAI (Lap 1),84.180
OCO (Lap 1),84.383
HAM (Lap 2),90.201
NOR (Lap 2),80.598
LEC (Lap 1),89.987
RUS (Lap 1),87.837
HAM (Lap 3),90.043
NOR (Lap 3),87.257
BEA (Lap 2),77.974
NOR (Lap 4),83.262
SAI (Lap 2),92.904
BOT (Lap 1),92.021
BOR (Lap 2),80.976
NOR (Lap 5),89.479
PIA (Lap 1),79.519
SAI (Lap 3),82.658
SAI (Lap 4),88.598
LIN (Lap 1),77.497
VER (Lap 1),85.066
PIA (Lap 2),89.823
STR (Lap 1),78.522
GAS (Lap 1),86.982
COL (Lap 2),78.945
PIA (Lap 3),91.613
HAM (Lap 4),84.569
HAD (Lap 2),92.017
BOR (Lap 3),80.984
SAI (Lap 5),86.644
ANT (Lap 2),85.510
SAI (Lap 6),77.479
LEC (Lap 2),82.638
ALO (Lap 1),79.470
ANT (Lap 3),83.830
ANT (Lap 4),84.898
HUL (Lap 2),82.424
SAI (Lap 7),88.406
HUL (Lap 3),90.962
PER (Lap 3),87.020
ALO (Lap 2),89.001
ALB (Lap 1),90.281
NOR (Lap 6),91.777
NOR (Lap 7),83.727
ANT (Lap 5),83.772
GAS (Lap 2),79.288
PIA (Lap 4),81.977
ALB (Lap 2),86.072
HAM (Lap 5),87.435
ANT (Lap 6),88.609
PER (Lap 4),90.188
HAD (Lap 3),83.366
HAD (Lap 4),89.281
PIA (Lap 5),78.374
LAW (Lap 1),79.292
NOR (Lap 8),87.303
HUL (Lap 4),89.913
BEA (Lap 3),83.402
HAM (Lap 6),84.045
RUS (Lap 2),78.114
GAS (Lap 3),78.146
RUS (Lap 3),92.966
HUL (Lap 5),91.422
HUL (Lap 6),85.486
NOR (Lap 9),91.339
VER (Lap 2),90.887
NOR (Lap 10),89.768
HAD (Lap 5),78.732
COL (Lap 3),77.271
RUS (Lap 4),90.970
BOT (Lap 2),90.774
SAI (Lap 8),84.602
