Name,LapTime
STR (Lap 1),83.927
PER (Lap 1),91.828
RUS (Lap 1),86.985
ALO (Lap 1),91.898
SAI (Lap 1),80.117
PER (Lap 2),79.001
PER (Lap 3),81.656
RUS (Lap 2),85.402
BOT (Lap 1),84.278
PER (Lap 4),85.514
BOR (Lap 1),90.924
OCO (Lap 1),78.732
STR (Lap 2),79.690
STR (Lap 3),86.254
ANT (Lap 1),77.377
OCO (Lap 2),78.681
HAM (Lap 1),89.972
BOT (Lap 2),90.988
OCO (Lap 3),85.383
ALO (Lap 2),81.068
PIA (Lap 1),91.800
NOR (Lap 1),77.164
LAW (Lap 1),81.230
BOT (Lap 3),89.900
BOT (Lap 4),80.219
COL (Lap 1),85.186
COL (Lap 2),87.134
HAD (Lap 1),88.408
LAW (Lap 2),78.249
LEC (Lap 1),86.056
HAM (Lap 2),83.692
COL (Lap 3),80.386
OCO (Lap 4),79.234
LEC (Lap 2),83.030
RUS (Lap 3),78.282
GAS (Lap 1),92.600
ALO (Lap 3),89.109
SAI (Lap 2),87.729
SAI (Lap 3),92.957
HAD (Lap 2),88.848
