Name,LapTime
PER (Lap 1),82.399
GAS (Lap 1),81.555
GAS (Lap 2),81.950
LIN (Lap 1),91.179
ANT (Lap 1),91.164
LAW (Lap 1),84.992
ALO (Lap 1),89.988
HAD (Lap 1),81.903
OCO (Lap 1),83.224
VER (Lap 1),79.457
STR (Lap 1),90.067
HUL (Lap 1),78.585
COL (Lap 1),80.347
LEC (Lap 1),82.058
STR (Lap 2),80.537
PIA (Lap 1),78.634
HAM (Lap 1),86.746
HAM (Lap 2),91.170
BOT (Lap 1),89.701
ALO (Lap 2),83.781
LIN (Lap 2),83.479
LAW (Lap 2),89.966
LAW (Lap 3),90.749
HUL (Lap 2),78.636
BOT (Lap 2),79.240
HAM (Lap 3),80.702
ALB (Lap 1),81.021
NOR (Lap 1),90.384
VER (Lap 2),85.517
OCO (Lap 2),83.298
VER (Lap 3),79.749
PER (Lap 2),81.300
OCO (Lap 3),80.337
LEC (Lap 2),82.127
BOT (Lap 3),87.253
ALB (Lap 2),81.592
BOT (Lap 4),79.712
LIN (Lap 3),90.079
ALO (Lap 3),92.081
BOT (Lap 5),90.373
RUS (Lap 1),88.721
LEC (Lap 3),88.333
GAS (Lap 3),77.255
STR (Lap 3),81.471
ALO (Lap 4),91.110
VER (Lap 4),87.768
NOR (Lap 2),86.295
LEC (Lap 4),84.816
BEA (Lap 1),83.161
COL (Lap 2),87.931
NOR (Lap 3),78.516
VER (Lap 5),84.203
BEA (Lap 2),88.788
OCO (Lap 4),91.805
PIA (Lap 2),78.122
BEA (Lap 3),83.763
HUL (Lap 3),88.834
STR (Lap 4),88.737
LEC (Lap 5),84.808
ANT (Lap 2),79.653
HUL (Lap 4),92.904
BOR (Lap 1),80.359
LAW (Lap 4),91.357
HAD (Lap 2),88.496
VER (Lap 6),92.944
GAS (Lap 4),87.414
LAW (Lap 5),78.625
COL (Lap 3),82.086
ANT (Lap 3),79.270
BEA (Lap 4),83.093
OCO (Lap 5),90.541
HAD (Lap 3),88.694
BEA (Lap 5),88.714
HAM (Lap 4),79.901
NOR (Lap 4),83.431
PIA (Lap 3),80.649
STR (Lap 5),86.395
BOR (Lap 2),89.158
ANT (Lap 4),81.635
VER (Lap 7),79.287
VER (Lap 8),88.424
LEC (Lap 6),88.087
PIA (Lap 4),78.153
BEA (Lap 6),92.373
STR (Lap 6),80.657
LAW (Lap 6),78.665
LEC (Lap 7),91.976
PER (Lap 3),86.281
LIN (Lap 4),83.390
HAM (Lap 5),86.986
ANT (Lap 5),91.073
LEC (Lap 8),79.115
BOT (Lap 6),84.850
PER (Lap 4),91.926
ALB (Lap 3),78.193
HUL (Lap 5),78.430
PIA (Lap 5),79.172
ALB (Lap 4),86.911
HAD (Lap 4),86.675
HAD (Lap 5),87.121
