Name,LapTime
HAD (Lap 1),79.751
PIA (Lap 1),91.258
BEA (Lap 1),91.568
PER (Lap 1),81.152
ANT (Lap 1),83.386
LIN (Lap 1),78.799
COL (Lap 1),92.551
SAI (Lap 1),83.624
OCO (Lap 1),84.712
HAD (Lap 2),81.472
STR (Lap 1),82.659
HAM (Lap 1),90.792
GAS (Lap 1),83.760
VER (Lap 1),92.897
ALO (Lap 1),91.402
ALO (Lap 2),84.964
ANT (Lap 2),79.635
LEC (Lap 1),89.406
LIN (Lap 2),88.350
RUS (Lap 1),82.690
BOT (Lap 1),79.726
GAS (Lap 2),87.409
LEC (Lap 2),88.734
BOT (Lap 2),79.265
COL (Lap 2),85.371
PIA (Lap 2),90.954
LAW (Lap 1),83.428
COL (Lap 3),83.339
SAI (Lap 2),80.579
STR (Lap 2),79.289
