Name,LapTime
PIA (Lap 1),88.286
ALO (Lap 1),86.049
HAM (Lap 1),87.680
ANT (Lap 1),88.312
RUS (Lap 1),77.629
BOR (Lap 1),80.232
LEC (Lap 1),80.389
HUL (Lap 1),90.859
NOR (Lap 1),89.608
SAI (Lap 1),78.304
ANT (Lap 2),92.632
PIA (Lap 2),86.095
ALO (Lap 2),78.544
SAI (Lap 2),77.041
ALB (Lap 1),82.836
ALO (Lap 3),82.335
ANT (Lap 3),92.775
GAS (Lap 1),77.039
COL (Lap 1),88.702
OCO (Lap 1),92.585
LIN (Lap 1),92.540
HAD (Lap 1),77.436
OCO (Lap 2),78.926
NOR (Lap 2),86.505
PER (Lap 1),91.180
LAW (Lap 1),79.249
PER (Lap 2),77.719
HAM (Lap 2),85.014
HAD (Lap 2),77.306
ALB (Lap 2),89.655
