Name,LapTime
PER (Lap 1),78.138
STR (Lap 1),80.158
LIN (Lap 1),90.997
NOR (Lap 1),89.384
LEC (Lap 1),88.665
SAI (Lap 1),82.349
ALO (Lap 1),89.215
COL (Lap 1),87.539
GAS (Lap 1),84.476
STR (Lap 2),89.411
VER (Lap 1),91.995
PER (Lap 2),83.027
ANT (Lap 1),86.927
BEA (Lap 1),85.113
LEC (Lap 2),77.128
STR (Lap 3),81.051
BOT (Lap 1),81.576
PIA (Lap 1),79.929
GAS (Lap 2),83.189
RUS (Lap 1),88.249
STR (Lap 4),85.837
BOR (Lap 1),79.482
BOR (Lap 2),87.479
ANT (Lap 2),77.966
ANT (Lap 3),87.384
COL (Lap 2),90.140
STR (Lap 5),82.105
COL (Lap 3),83.412
HUL (Lap 1),81.338
LIN (Lap 2),91.038
PIA (Lap 2),84.250
LEC (Lap 3),78.552
ALB (Lap 1),91.626
BOT (Lap 2),87.463
COL (Lap 4),82.452
HAM (Lap 1),87.470
STR (Lap 6),78.239
PER (Lap 3),82.198
SAI (Lap 2),85.911
BOR (Lap 3),79.821
LAW (Lap 1),77.487
OCO (Lap 1),88.348
OCO (Lap 2),88.729
ANT (Lap 4),85.838
NOR (Lap 2),87.859
HAD (Lap 1),80.824
ANT (Lap 5),88.976
RUS (Lap 2),82.289
NOR (Lap 3),82.721
PER (Lap 4),90.274
BEA (Lap 2),82.326
ALO (Lap 2),80.054
ALB (Lap 2),78.264
HAM (Lap 2),83.890
RUS (Lap 3),89.500
PIA (Lap 3),90.349
RUS (Lap 4),77.480
RUS (Lap 5),84.676
PIA (Lap 4),82.946
OCO (Lap 3),85.191
LAW (Lap 2),87.729
HAM (Lap 3),87.000
LAW (Lap 3),79.015
HUL (Lap 2),83.488
HAD (Lap 2),83.427
BOR (Lap 4),77.721
LIN (Lap 3),82.665
ANT (Lap 6),84.548
COL (Lap 5),78.902
STR (Lap 7),91.090
PER (Lap 5),81.795
BEA (Lap 3),83.741
HUL (Lap 3),82.646
OCO (Lap 4),82.192
LAW (Lap 4),79.106
LAW (Lap 5),86.397
ALB (Lap 3),92.968
COL (Lap 6),86.365
HUL (Lap 4),86.209
ALB (Lap 4),77.485
