customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15667216,579,France,Female,29,10,73194.52,2,1,1,129209.09,0
15776404,523,France,Male,22,8,123374.46,1,1,1,124906.59,0
15711921,695,France,Male,29,5,0,2,1,1,6770.44,0
15593694,814,France,Male,49,8,0,2,0,0,157822.54,0
15666916,639,France,Male,43,6,99610.92,2,1,0,187296.78,0
15593795,516,Germany,Female,53,1,156674.2,1,1,0,118502.34,1
15642099,679,Spain,Male,39,6,0,2,1,0,12266.06,0
15674750,481,Spain,Female,37,8,0,2,1,0,44215.86,0
15565878,631,Spain,Male,29,3,0,2,1,1,197963.46,0
15598157,728,France,Male,34,4,106328.08,1,1,0,88680.65,0
15713769,617,Spain,Male,38,7,0,1,1,1,27239.28,0
15628523,539,France,Female,24,3,0,2,1,1,198161.07,0
15683118,590,France,Male,32,9,0,2,1,0,138889.15,0
15584812,693,Spain,Female,39,0,0,2,0,0,81901.60,0
15737267,676,France,Female,49,1,0,1,1,0,79342.31,1
15723411,607,Spain,Female,36,4,98266.3,1,1,1,46416.36,0
15634815,701,France,Female,37,3,0,2,1,1,164268.28,0
15735439,449,Spain,Female,31,1,113693,1,0,0,82796.29,0
15737605,531,Spain,Female,45,1,126495.57,2,1,1,164741.50,0
15638487,586,Germany,Male,38,2,136858.42,1,0,1,189143.94,0
15724161,644,France,Female,40,9,137285.26,4,1,0,77063.63,1
15684951,542,France,Female,59,2,68892.77,2,1,0,7905.06,1
15644361,702,France,Female,40,1,103549.24,1,0,0,9712.52,1
15696564,752,France,Male,38,0,145974.79,2,1,1,137694.23,0
15645839,570,France,Male,37,6,0,1,1,1,187758.50,0
15592570,773,Spain,Female,23,8,0,2,1,0,56759.79,0
15577988,614,France,Female,35,1,0,2,1,1,3342.62,0
15633274,679,France,Male,34,7,160515.37,1,1,0,121904.14,0
15697214,686,Spain,Female,36,5,0,2,1,1,152979.14,0
15654274,540,France,Male,37,6,0,2,1,0,141998.89,0
15757559,595,France,Female,53,7,0,2,1,0,41371.68,1
15582116,767,Germany,Female,45,7,132746.2,2,1,0,26628.88,1
15687171,638,Spain,Male,34,5,146679.77,1,1,0,102179.86,0
15794014,838,France,Female,34,8,0,2,1,0,27472.07,0
15654025,646,France,Female,51,4,101629.3,1,0,0,130541.10,0
15727811,661,Germany,Female,47,0,109493.62,1,0,0,188324.01,1
15620268,634,Germany,Male,43,3,212696.32,1,1,0,115268.86,0
15635125,566,Spain,Male,63,2,120787.18,2,1,1,52198.84,0
15706163,518,Germany,Male,46,4,113625.93,1,0,0,92727.42,1
15725698,520,Spain,Female,35,4,115680.81,1,1,1,90280.70,0
15815660,758,France,Female,34,1,154139.45,1,1,1,60728.89,0
15639314,589,France,Male,32,2,0,2,0,1,9468.64,0
15716381,666,Germany,Female,50,7,109062.28,1,1,1,140136.10,1
15810418,756,Germany,Female,60,3,115924.89,1,1,0,93524.19,1
15716608,651,Spain,Male,38,2,0,3,1,0,67029.82,1
15758546,850,Spain,Male,39,8,0,2,1,1,37090.44,0
15799350,632,France,Male,41,0,106134.46,1,0,1,105570.39,0
15620746,632,France,Male,42,4,126115.6,1,1,0,100998.50,0
15781884,624,Germany,Male,27,9,94667.29,2,0,1,4470.52,0
15600934,758,France,Female,52,7,125095.94,1,1,0,171189.83,1
15789339,681,France,Male,59,4,122781.51,1,0,1,140166.95,0
15781619,785,France,Female,38,1,0,1,1,0,134964.85,1
15648225,652,Spain,Female,38,1,103895.31,1,0,1,159649.44,0
15764343,688,Spain,Female,46,8,155681.72,1,1,0,26287.21,0
15591257,796,France,Male,24,8,0,2,1,0,61349.37,0
15806389,549,Germany,Female,55,1,137592.31,2,0,1,116548.02,1
15634281,720,Germany,Female,43,10,110822.9,1,0,0,72861.94,0
15762351,689,Spain,Female,63,1,0,2,1,1,186526.12,0
15649297,605,France,Female,62,4,111065.93,2,0,1,125660.99,0
15756475,551,Germany,Male,31,9,82293.82,2,1,1,91565.25,0
