Amit,21.0
Meera,18.0
Sneha,21.5
Meera,19.8
Vikram,19.5
Amit,23.0
Amit,18.0
Anita,21.5
Arjun,19.8
Meera,18.5
Mohan,19.5
Kiran,21.5
Anita,22.5
Suresh,18.0
Amit,22.5
Sneha,23.5
Anita,18.0
Priya,21.5
Neha,18.3
Ravi,20.5
Neha,22.5
Ravi,17.5
Rahul,20.5
Priya,18.0
Meera,19.0
Priya,18.5
Kavita,21.0
Amit,17.5
Sneha,21.0
Arjun,18.5
Anita,17.8
Geet,18.3
Suresh,18.3
Geet,19.5
Geet,20.5
Arjun,18.0
Anita,18.5
Kiran,23.0
Reeta,17.8
Anita,20.5
Kavita,23.0
Priya,19.8
Kiran,22.0
Sneha,20.0
Kiran,18.3
Amit,17.5
Ravi,21.5
Anita,18.3
Meera,21.5
Arjun,21.5
