Amit,19.8
Kiran,18.5
Kiran,20.0
Geet,18.3
Geet,20.5
Amit,22.0
Vikram,21.5
Sneha,19.5
Kiran,22.0
Amit,20.0
Mohan,22.0
Priya,21.5
Vikram,22.0
Priya,21.0
Rahul,19.0
Priya,23.0
Mohan,23.0
Priya,22.0
Ravi,20.5
Mohan,19.5
Meera,19.5
Anita,21.5
Kiran,19.0
Suresh,23.0
Kavita,21.0
Meera,18.3
Sneha,22.5
Suresh,23.0
Kiran,23.5
Kavita,18.5
Geet,22.0
Meera,17.5
Kavita,17.5
Neha,22.0
Rahul,21.0
Amit,18.5
Kavita,22.5
Ravi,17.8
Vikram,20.0
Priya,17.5
Vikram,19.8
Amit,23.0
Kiran,19.8
Neha,23.0
Geet,19.5
Rahul,21.0
Anita,23.0
Reeta,18.5
Suresh,21.5
Meera,20.0
Ravi,20.0
Neha,19.0
Priya,21.5
Geet,18.3
Arjun,18.0
Suresh,18.5
Neha,19.0
Mohan,21.0
Suresh,18.0
Kiran,21.5
