customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15778418,637,Germany,Male,40,9,154309.67,1,1,1,125334.16,1
15688085,627,Spain,Female,28,3,157597.61,1,0,1,34097.22,0
15597901,609,France,Male,34,1,0,1,1,1,181177.90,0
15646310,684,Spain,Male,24,8,143582.89,1,1,1,22527.27,0
15642530,706,Germany,Female,47,10,144090.42,1,1,0,140938.95,1
15772632,680,France,Female,34,1,0,2,1,0,167035.07,0
15658032,701,France,Male,39,2,0,2,1,1,82526.92,0
15635459,667,Germany,Female,27,3,106116.5,2,1,0,3674.71,0
15701602,521,Germany,Male,52,5,116497.31,3,0,0,53793.10,1
15763662,711,Germany,Male,43,2,39043.29,2,1,1,175423.69,0
15565701,698,Spain,Female,39,9,161993.89,1,0,0,90212.38,0
15797919,773,Spain,Male,37,2,103195.2,2,1,0,178268.36,0
15706593,850,Spain,Female,50,10,0,2,1,1,33741.84,0
15633834,700,Germany,Female,28,3,99705.69,2,0,0,146723.72,0
15643056,755,Germany,Female,38,1,82083.52,1,0,1,10333.78,0
15628523,539,France,Female,24,3,0,2,1,1,198161.07,0
15696355,724,Germany,Male,37,6,125489.4,1,1,0,118570.53,0
15801942,619,Spain,Female,41,8,0,3,1,1,79866.73,1
15621440,694,France,Male,38,1,0,2,0,1,156858.20,0
15570859,626,Germany,Male,36,2,181671.16,2,1,1,57531.14,0
15756751,596,Spain,Female,54,0,78126.28,1,1,1,153482.91,1
15663706,777,France,Female,32,2,0,1,1,0,136458.19,1
15670172,622,France,Female,30,4,107879.04,1,0,1,196894.62,0
15566030,497,Germany,Male,41,5,80542.81,1,0,0,88729.22,1
15677804,783,Spain,Male,38,1,0,3,1,1,80178.54,1
15693817,539,Spain,Male,28,5,0,2,1,0,48382.40,0
15571281,651,France,Male,28,10,79562.98,1,1,1,74687.37,0
15705735,577,Spain,Male,43,3,0,2,1,1,135008.92,0
15650488,492,France,Female,48,6,127253.98,1,1,1,92144.09,1
15677173,555,France,Male,37,9,124969.13,1,1,0,60194.05,0
15633546,652,Spain,Female,33,3,124832.51,1,1,0,195877.06,0
15771323,480,Spain,Male,39,5,121626.9,1,1,1,82438.13,0
15617657,664,France,Female,36,0,103502.22,1,1,1,146191.82,0
15646594,749,France,Male,41,5,57568.94,1,1,1,61128.29,0
15622993,709,Germany,Male,28,8,124695.72,2,1,0,145251.35,0
15689692,598,Germany,Male,19,3,150348.37,1,1,1,173784.04,0
15649508,643,Spain,Male,48,8,0,2,1,0,174729.30,0
15579559,544,Spain,Male,30,8,145241.63,1,1,1,80676.83,0
15720814,670,Germany,Female,36,2,84266.44,2,0,0,38614.69,0
15713505,554,France,Male,31,1,0,2,0,1,192660.55,0
