Amit,22.5
Meera,23.0
Sneha,18.3
Arjun,17.5
Suresh,19.0
Mohan,18.0
Rahul,20.5
Neha,20.0
Vikram,18.3
Reeta,21.0
Arjun,18.3
Priya,17.5
Sneha,23.5
Suresh,17.5
Anita,21.0
Kiran,19.5
Reeta,18.5
Vikram,22.0
Priya,20.0
Geet,17.8
Priya,22.5
Meera,21.0
Anita,22.5
Amit,23.5
Priya,22.0
Suresh,19.0
Ravi,21.0
Anita,17.8
Sneha,18.5
Neha,19.0
Arjun,21.5
Kavita,19.8
Anita,19.5
Kavita,20.5
Neha,21.5
Rahul,21.5
Rahul,19.5
Vikram,23.5
Rahul,22.5
Meera,22.5
Amit,23.0
Mohan,22.0
Meera,23.0
Kavita,21.0
Kavita,18.5
Suresh,19.0
Amit,21.0
Rahul,18.3
Vikram,17.8
Rahul,22.5
Anita,18.0
Sneha,22.5
Kiran,21.5
Meera,21.0
Geet,18.0
Amit,22.5
Suresh,18.3
Arjun,22.5
Kiran,18.3
Geet,21.5
Mohan,18.3
Geet,23.0
Mohan,23.5
Meera,17.8
Suresh,23.5
Anita,23.0
Kiran,20.0
Kiran,17.8
Arjun,20.5
Rahul,22.0
Kiran,20.5
Ravi,21.0
Arjun,20.0
Arjun,18.0
Neha,21.5
Geet,18.0
Geet,23.5
Geet,18.3
Priya,18.0
Neha,19.5
