Priya,18.5
Vikram,21.5
Arjun,19.8
Priya,19.0
Ravi,22.0
Sneha,19.0
Geet,19.5
Amit,21.5
Geet,23.0
Neha,19.8
Ravi,19.8
Anita,21.0
Kavita,20.5
Vikram,19.8
Kiran,23.0
Suresh,19.0
Arjun,19.5
Mohan,18.0
Rahul,20.5
Reeta,23.5
Priya,22.0
Ravi,21.5
Kavita,21.0
Geet,22.0
Mohan,22.0
Anita,18.5
Suresh,23.0
Anita,20.0
Priya,19.0
Suresh,21.0
Amit,23.0
Neha,19.8
Priya,21.0
Suresh,18.5
Mohan,21.5
Meera,21.5
Suresh,18.0
Ravi,23.0
Arjun,17.5
Kavita,18.0
Suresh,17.8
Anita,18.5
Neha,20.5
Vikram,17.8
Mohan,18.5
Kavita,18.5
Ravi,21.5
Rahul,17.8
Vikram,17.8
Ravi,18.3
Priya,23.5
Sneha,21.5
Anita,20.0
Mohan,20.5
Rahul,21.5
Rahul,22.5
Priya,21.5
Sneha,20.5
Suresh,22.0
Amit,19.8
