customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15804937,702,France,Male,50,3,0,2,0,0,94949.84,0
15698167,677,France,Female,24,0,148298.59,2,0,0,182913.95,0
15607176,674,France,Male,22,3,0,1,1,1,173940.59,0
15731553,730,France,Male,23,8,0,2,1,0,183284.53,0
15657105,726,Spain,Male,36,2,0,1,1,0,195192.40,0
15767339,777,France,Female,53,10,0,2,1,0,189992.97,0
15650437,522,Germany,Male,32,8,124450.36,2,1,1,165786.10,0
15799479,809,Spain,Male,33,9,0,1,1,1,124045.65,0
15630413,608,France,Female,41,5,0,2,1,1,72462.25,0
15768219,850,Spain,Male,36,0,0,2,1,0,141242.57,0
15630363,437,France,Female,39,0,102721.49,1,0,0,22191.82,0
15766417,678,France,Female,60,2,0,2,1,1,43821.56,0
15782231,521,France,Male,38,6,0,2,1,0,51454.06,0
15729582,676,Germany,Male,48,3,80697.44,1,0,0,101397.86,0
15763194,643,France,Male,34,7,0,2,0,1,100304.13,0
15775912,698,France,Male,48,4,101238.24,2,0,1,177815.87,1
15714642,792,Spain,Female,40,7,0,1,1,0,141652.20,0
15578977,786,France,Male,34,9,0,2,1,0,144517.19,0
15740147,725,France,Female,44,10,0,1,0,1,93777.61,0
15654346,679,Germany,Male,35,1,130463.55,2,1,1,37341.17,0
15762134,506,Germany,Male,59,8,119152.1,2,1,1,170679.74,0
15582246,737,Spain,Female,45,2,0,2,0,1,177695.67,0
15634359,639,Germany,Female,41,5,98635.77,1,1,0,199970.74,0
15759250,745,Germany,Male,51,3,99183.9,1,1,1,28922.25,0
15788920,836,Germany,Female,32,4,109196.67,2,1,0,55218.02,0
15641860,764,Germany,Male,34,6,108760.27,2,1,0,166324.79,1
15699467,631,Spain,Female,41,0,0,1,0,0,87959.83,0
15782390,621,France,Female,40,6,0,1,1,0,155155.25,0
15786170,659,France,Male,31,4,118342.26,1,0,0,161574.19,0
15675522,628,Germany,Female,30,9,132351.29,2,1,1,74169.13,0
15788535,593,Spain,Male,44,5,0,1,1,0,128046.98,0
15627830,640,Germany,Female,30,5,32197.64,1,0,1,141446.01,0
15566988,656,Germany,Female,46,7,141535.52,1,1,0,50595.15,1
15623566,714,France,Male,40,9,46520.69,1,1,1,96687.25,0
15724851,507,Germany,Male,31,9,111589.67,1,1,0,150037.19,0
15665374,610,Spain,Female,31,5,0,2,0,0,63736.36,0
15750778,653,France,Female,60,2,120731.39,4,1,1,138160.11,1
15615322,528,Spain,Male,43,7,97473.87,2,1,1,159823.16,0
15596761,515,Germany,Male,60,9,113715.36,1,1,0,18424.24,1
15646227,682,France,Female,27,1,97893.2,1,1,0,166144.98,0
15630413,608,France,Female,41,5,0,2,1,1,72462.25,0
15772423,739,Germany,Male,54,8,126418.14,1,1,0,134420.75,1
15721469,492,Germany,Male,45,9,170295.04,2,0,0,164741.81,0
15696514,587,Germany,Female,37,6,104414.03,1,1,0,192026.02,0
15603378,768,France,Female,36,3,141334.95,1,0,1,125870.50,0
15697270,608,Spain,Male,27,4,153325.1,1,1,1,199953.33,0
15800811,702,France,Male,40,3,148556.74,1,0,1,146056.29,0
15780770,445,France,Male,31,7,145056.59,1,1,1,175893.53,0
15809320,845,Spain,Female,52,0,0,1,1,0,31726.76,1
15669411,750,Germany,Female,52,6,107467.56,1,1,0,126233.18,1
15684484,543,France,Male,22,8,0,2,0,0,127587.22,0
15785611,752,Germany,Male,38,3,183102.29,1,1,1,71557.12,0
15580493,469,France,Male,33,1,127818.52,1,1,0,163477.22,0
15693200,752,France,Female,36,7,0,2,1,0,184866.86,0
15584114,678,Germany,Female,43,2,153393.18,2,1,1,193828.27,0
15627203,508,Spain,Male,54,10,0,1,1,1,175749.36,0
15679760,721,France,Male,46,1,115764.32,2,0,0,102950.79,0
15800366,546,France,Male,29,5,0,1,1,1,94823.95,0
15701333,646,France,Female,37,7,96558.66,1,0,0,163427.18,0
15700964,624,Germany,Female,27,7,104848.68,1,1,1,167387.36,0
15631639,704,France,Female,40,6,95452.89,1,0,1,179964.55,0
15692142,707,Germany,Female,48,7,105086.74,1,1,1,180344.69,1
15591698,849,Germany,Female,49,9,132934.89,1,1,0,171056.65,1
15704209,802,France,Female,39,7,120145.96,2,0,1,59497.01,1
15700627,637,Germany,Female,46,2,143500.82,1,1,0,166996.46,1
15753174,571,Germany,Male,37,9,139592.98,3,1,0,104152.65,1
15678385,465,France,Male,25,2,78247.31,2,1,1,10472.31,0
15796231,681,France,Female,18,1,98894.39,1,1,1,9596.40,0
15814519,648,France,Female,37,7,0,2,1,0,194238.92,0
15733361,651,Germany,Female,45,6,86714.06,1,1,0,85869.89,1
