customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15692991,710,Spain,Female,38,4,0,2,1,1,136390.88,0
15620323,652,Spain,Female,42,3,83492.07,2,1,0,37914.12,0
15744689,479,Germany,Male,35,9,92833.89,1,1,0,99449.86,1
15666548,466,Germany,Female,56,2,111920.13,3,1,0,197634.11,1
15656921,850,France,Male,31,4,0,2,0,0,152298.28,0
15624424,678,Spain,Female,49,1,0,2,1,1,102472.90,0
15630617,727,Germany,Male,36,6,140418.81,1,1,1,113033.73,1
15694125,669,France,Male,57,5,0,2,1,1,56875.76,0
15663441,700,Germany,Female,40,4,148571.07,1,1,0,189826.96,1
15636736,611,France,Female,53,7,0,2,0,1,156495.39,1
15756333,642,France,Female,55,7,0,2,1,1,101515.76,0
15711062,633,Germany,Male,40,5,86172.81,2,1,1,117279.49,0
15801414,767,France,Female,35,2,0,2,0,0,144251.38,0
15739972,650,Germany,Female,45,9,152367.21,3,1,0,150835.21,1
15812920,607,Germany,Male,40,5,90594.55,1,0,1,181598.25,0
15724200,584,France,Male,38,1,115341.55,1,0,1,173632.92,0
15614420,531,Germany,Female,32,0,109570.21,2,1,1,172049.84,0
15620981,684,France,Female,48,3,73309.38,1,0,0,21228.34,1
15687959,573,Spain,Female,44,4,0,1,1,1,94862.93,0
15740264,640,France,Male,38,9,0,2,1,0,88827.67,0
15600832,508,France,Female,43,9,0,1,1,0,103726.71,0
15762803,509,France,Male,31,3,0,2,1,0,15360.91,0
15656319,850,Spain,Male,37,4,88141.1,1,1,0,109659.12,0
15709994,658,France,Female,40,7,140596.95,1,0,1,135459.02,1
15660646,528,France,Male,35,3,156687.1,1,1,0,199320.77,0
15758750,564,France,Male,31,0,110527.17,1,1,1,87060.77,0
15784445,717,Spain,Male,33,1,99106.73,1,0,0,194467.23,0
15626474,686,France,Female,31,1,0,2,1,0,4802.25,0
15813862,526,Spain,Male,66,7,132044.6,2,1,1,158365.89,0
15811762,583,Germany,Female,54,6,115988.86,1,1,0,57553.98,1
15770091,643,Germany,Male,28,9,160858.13,2,1,0,27149.27,0
15656333,574,France,Female,33,3,134348.57,1,1,0,63163.99,0
15757425,716,France,Female,38,1,0,2,1,1,99661.46,0
15582616,520,France,Female,38,4,0,2,1,0,56388.63,0
15798398,785,France,Female,36,4,135438.4,1,0,0,190627.01,0
15637315,601,Spain,Female,41,3,0,2,1,0,54342.83,0
15682839,575,France,Female,57,8,137936.94,1,1,1,84475.13,0
15662736,559,France,Male,49,2,147069.78,1,1,0,120540.83,1
15582892,601,France,Male,46,2,99786.07,1,1,1,32683.88,1
15762123,717,Spain,Female,34,1,0,2,1,0,119313.74,0
15752857,452,Germany,Male,52,1,98443.14,2,0,0,92033.98,0
15665181,808,Spain,Male,25,7,0,2,0,1,23180.37,0
15773906,655,France,Male,38,4,0,2,0,0,110527.71,0
15663888,549,Germany,Male,34,6,204017.4,2,1,0,109538.35,0
15790254,741,Spain,Male,50,1,78737.61,1,1,1,13018.96,0
15646513,803,France,Male,42,5,0,1,1,0,196466.83,1
15778947,628,France,Male,36,3,0,2,1,1,8742.91,0
15674000,645,France,Male,44,10,0,2,0,1,166707.22,0
15594270,693,France,Male,38,7,198338.77,2,1,1,14278.18,0
15774727,757,Germany,Female,34,1,129398.01,2,0,0,44965.44,0
15765287,850,France,Female,38,2,0,2,1,0,9015.07,0
15743076,669,Spain,Male,29,9,0,1,1,1,93901.61,0
15576680,736,France,Male,29,4,0,2,0,0,51705.01,0
15643392,742,France,Male,31,4,105239.1,1,1,1,19700.24,0
15738148,465,France,Female,51,8,122522.32,1,0,0,181297.65,1
15742091,825,Germany,Female,35,6,118336.95,1,1,0,26342.33,1
15795228,756,France,Male,37,3,132623.6,1,1,1,58974.00,0
15748327,724,Germany,Male,34,6,118235.7,2,0,0,157137.23,0
15730488,516,Spain,Female,27,1,0,1,0,1,112311.15,0
15777452,587,France,Female,46,6,88820.29,1,0,0,70224.34,0
15724632,537,France,Female,41,0,0,2,0,1,175262.49,0
15685476,658,France,Male,31,5,100082.14,1,0,1,49809.88,0
15775562,538,France,Female,33,5,0,2,1,0,126962.41,0
15749365,543,France,Female,34,8,0,2,0,1,145601.80,0
15743871,567,France,Male,59,3,0,2,1,0,25843.70,1
