Amit,20.5
Mohan,23.5
Sneha,20.5
Kiran,19.8
Rahul,19.8
Sneha,18.5
Suresh,17.5
Amit,23.0
Vikram,23.5
Mohan,19.8
Rahul,17.8
Suresh,18.3
Geet,18.0
Reeta,18.5
Geet,17.5
Sneha,19.0
Vikram,19.0
Priya,21.0
Kavita,18.0
Neha,19.5
Meera,22.5
Ravi,19.0
Kiran,17.8
Anita,20.0
Arjun,23.0
Mohan,18.3
Mohan,18.0
Priya,18.0
Ravi,20.5
Suresh,22.0
Kiran,17.5
Kavita,21.5
Kiran,21.5
Amit,18.3
Anita,17.5
Neha,20.0
Kavita,23.5
Anita,23.0
Arjun,21.0
Arjun,21.5
Sneha,22.5
Kiran,22.5
Mohan,20.5
Amit,21.5
Meera,17.5
Meera,21.5
Amit,18.3
Ravi,21.0
Kavita,21.5
Rahul,17.8
Kiran,17.5
Vikram,21.5
Meera,18.0
Mohan,19.5
Amit,22.0
Rahul,18.0
Kiran,21.5
Kavita,22.0
Mohan,22.5
Rahul,21.5
Priya,23.0
Suresh,20.0
Rahul,21.5
Kiran,18.3
Kavita,19.5
Kavita,19.0
Arjun,22.5
Amit,19.0
Arjun,18.5
Arjun,21.0
Priya,18.3
Kavita,21.5
Arjun,19.0
Sneha,17.8
Suresh,17.5
Ravi,18.0
Kiran,23.5
Priya,18.3
Suresh,23.0
Mohan,19.0
