Suresh,17.5
Ravi,17.5
Rahul,19.5
Suresh,20.5
Rahul,17.5
Rahul,19.0
Vikram,18.0
Amit,22.0
Meera,21.0
Vikram,17.5
Priya,19.0
Anita,18.0
Vikram,22.5
Kiran,18.5
Kavita,22.5
Suresh,19.0
Mohan,17.8
Ravi,19.0
Kiran,20.5
Meera,19.8
Rahul,20.0
Sneha,18.5
Reeta,22.0
Anita,19.0
Suresh,18.0
Geet,22.5
Sneha,22.0
Suresh,23.5
Meera,17.5
Kiran,22.5
Amit,23.0
Sneha,18.3
Ravi,22.0
Kavita,22.5
Rahul,18.3
Amit,19.5
Vikram,22.0
Neha,23.5
Kiran,17.5
Priya,21.0
Arjun,23.5
Suresh,21.0
Kiran,21.5
Suresh,17.8
Arjun,21.0
Sneha,18.3
Kavita,17.5
Priya,20.0
Mohan,22.0
Kavita,20.5
Vikram,18.5
Anita,18.0
Kavita,19.0
Mohan,21.5
Suresh,23.0
Ravi,23.5
Meera,20.0
Sneha,18.0
Meera,19.8
Geet,17.8
Suresh,18.5
Suresh,17.5
Mohan,21.0
Vikram,19.8
Arjun,20.5
Priya,20.5
Mohan,21.5
Vikram,17.8
Reeta,17.5
Suresh,22.5
Rahul,20.5
Arjun,21.0
Kavita,22.0
Suresh,19.5
Priya,22.0
Arjun,21.0
Anita,20.0
Geet,17.8
Priya,18.5
Neha,21.5
Reeta,19.5
Mohan,20.5
Reeta,19.8
Amit,22.0
Neha,23.0
Kiran,21.0
Kavita,19.8
Amit,17.8
Kavita,18.0
Neha,22.5
