customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15693947,614,France,Female,19,5,97445.49,2,1,0,122823.34,0
15670615,652,Spain,Male,37,7,0,2,1,0,68789.93,0
15680243,792,France,Male,19,7,143390.51,1,1,0,33282.84,0
15633419,622,Germany,Female,28,1,143124.63,2,1,0,81723.80,0
15583724,645,Spain,Female,29,4,0,2,1,1,74346.11,0
15625080,745,Spain,Female,54,8,0,1,1,0,173912.29,1
15666043,520,France,Male,33,4,156297.58,2,1,1,166102.61,0
15609160,586,France,Male,32,1,0,2,0,0,31635.99,0
15611223,752,Germany,Female,38,10,101648.5,2,1,0,172001.44,0
15589488,686,Germany,Female,56,5,111642.08,1,1,1,80553.87,0
15688128,542,Spain,Male,34,8,108653.93,1,0,1,144725.14,0
15692132,717,Spain,Female,22,6,101060.25,1,0,1,84699.56,0
15608230,667,France,Male,23,1,0,2,1,0,91573.19,0
15690130,468,France,Female,32,8,137649.47,1,0,0,198714.29,0
15683157,613,France,Male,26,4,100446.57,1,0,1,149653.81,0
15586974,656,France,Male,39,10,0,2,1,1,98894.64,0
15661708,508,France,Female,41,5,0,2,1,1,94170.84,0
15775662,760,France,Male,43,8,121911.59,1,1,0,193312.33,0
15649379,850,France,Female,46,3,0,2,1,1,187980.21,0
15783883,753,Germany,Female,38,1,117314.92,1,1,0,122021.33,1
15690182,635,Germany,Male,37,5,113488.68,1,1,0,95611.74,1
15749119,710,France,Female,31,3,0,2,1,1,112289.06,0
15702175,755,France,Female,29,4,148654.84,2,1,1,28805.09,0
15813645,491,France,Female,36,0,53369.13,1,1,1,103934.12,0
15655464,640,France,Female,67,3,0,1,0,1,42964.63,0
15687752,641,France,Male,30,2,87505.47,2,0,1,7278.57,0
15663249,575,Spain,Female,37,9,133292.45,1,1,0,111175.09,0
15684042,636,Germany,Male,34,2,40105.51,2,0,1,53512.16,0
15585133,657,Spain,Female,27,8,0,2,0,0,6468.24,0
15691004,407,Spain,Male,37,1,0,1,1,1,49161.12,1
15630241,594,France,Male,61,3,62391.22,1,1,1,192434.11,0
15625941,682,Spain,Female,50,10,128039.01,1,1,1,102260.16,0
15659002,766,France,Female,45,6,0,2,0,0,147184.74,0
15778395,762,Germany,Male,34,4,88815.56,2,1,0,68562.26,1
15720508,735,France,Male,31,3,119558.35,1,0,0,72927.68,0
15754342,597,Germany,Female,60,0,78539.84,1,0,1,48502.88,0
15815131,617,Spain,Female,36,7,115617.24,1,1,1,71519.40,0
15710087,705,Germany,Female,54,3,125889.3,3,1,0,96013.50,1
15633546,652,Spain,Female,33,3,124832.51,1,1,0,195877.06,0
15704763,523,Germany,Female,39,1,143903.11,1,1,1,118711.75,1
15637110,634,Spain,Female,35,10,0,1,1,0,82634.41,0
15713379,669,France,Male,26,4,0,2,1,1,197594.34,0
15798895,525,France,Female,59,6,55328.4,1,1,0,83342.73,1
15576368,624,Germany,Female,48,3,122388.38,2,0,0,30020.09,0
15664737,779,Spain,Female,38,7,0,2,1,1,138542.87,0
15641822,648,France,Female,19,1,0,2,0,1,22101.86,0
15803352,613,Germany,Male,33,3,155736.42,2,1,1,57751.21,0
15666884,508,Germany,Female,41,5,82161.7,2,1,0,187776.49,0
15593470,576,Germany,Female,36,8,166287.85,1,1,1,23305.85,0
15643794,639,Spain,Female,27,2,0,1,1,1,82938.99,0
15691808,656,France,Male,43,7,134919.85,1,1,0,194691.95,0
15645316,612,Germany,Female,58,1,149641.53,1,1,1,115161.28,0
15593778,779,France,Female,29,3,46388.16,3,1,0,127939.26,1
15759566,617,France,Male,74,10,0,2,1,1,53949.98,0
15735346,527,Germany,Female,41,10,136733.24,1,1,1,57589.29,0
15583595,461,France,Female,28,8,0,1,1,1,103349.74,0
15571928,679,France,Female,43,4,0,3,1,0,115136.51,1
15808175,557,France,Female,39,7,49572.73,1,1,0,115287.99,1
15729018,666,France,Female,33,2,147229.65,1,1,1,56410.17,0
15607133,717,Spain,Female,49,1,110864.38,2,1,1,124532.90,1
