customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15643042,590,Germany,Female,40,2,117641.43,2,0,0,92198.05,0
15569222,781,France,Male,32,6,147107.91,1,1,1,40066.95,0
15781272,669,France,Male,50,4,149713.61,3,1,1,124872.42,1
15585133,657,Spain,Female,27,8,0,2,0,0,6468.24,0
15796114,594,France,Female,34,7,141525.55,1,0,0,9443.15,0
15715951,562,France,Male,42,2,100238.35,1,0,0,86797.41,0
15787026,627,Germany,Male,27,0,185267.45,2,1,1,77027.34,0
15648681,747,France,Female,47,5,139914.6,4,0,1,129964.56,1
15810978,788,Spain,Female,70,1,0,2,1,1,41610.62,0
15694860,675,France,Female,38,6,68065.8,1,0,0,138777.00,1
15676433,707,France,Female,36,6,0,1,0,0,98810.78,0
15682533,850,France,Female,39,7,79259.99,1,0,1,186910.74,0
15807595,485,Germany,Male,51,7,144244.59,2,1,0,51113.14,0
15677141,586,Spain,Male,29,2,132450.24,1,1,1,36176.63,0
15636731,714,Germany,Female,36,1,101609.01,2,1,1,447.73,0
15571261,714,Germany,Female,35,6,126077.43,2,1,1,53954.24,0
15810723,607,France,Female,39,10,0,3,1,0,132741.13,1
15789413,733,France,Male,64,3,0,2,1,1,75272.63,0
15707242,504,Spain,Male,40,5,0,2,0,0,146703.36,0
15611794,526,Germany,Male,61,6,133845.28,2,1,1,45180.80,0
