customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15677310,761,Germany,Male,62,5,98854.34,1,0,0,86920.97,1
15778694,638,Germany,Female,26,1,105249.76,2,1,1,23491.09,0
15583394,659,Germany,Male,39,8,106259.63,2,1,1,198103.32,0
15752409,553,France,Male,31,6,0,2,0,0,124596.63,0
15607178,850,Germany,Male,38,3,54901.01,1,1,1,140075.55,0
15598883,599,Spain,Female,37,2,0,2,1,1,143739.29,0
15732903,673,France,Male,39,7,82255.51,2,1,0,109545.56,0
15675380,573,Spain,Male,56,3,154669.77,1,0,1,115462.27,1
15713854,513,France,Female,37,6,0,2,1,0,110142.34,0
15773639,745,Germany,Male,35,4,98270.34,1,1,0,133617.43,0
15587038,654,Spain,Female,32,2,0,1,1,1,51972.92,1
15649536,741,Germany,Male,38,4,128015.83,1,1,0,58440.43,0
15621353,645,Spain,Female,37,7,0,2,1,0,13589.93,0
15747591,665,Spain,Female,40,1,173432.55,1,0,1,116766.79,0
15670646,499,Spain,Female,42,0,147187.84,1,1,1,14868.94,1
15802362,550,Spain,Male,45,0,0,2,0,1,70399.71,0
15813303,513,Spain,Male,88,10,0,2,1,1,52952.24,0
15706799,719,Spain,Male,44,4,0,1,0,0,84972.90,1
15633650,677,Germany,Female,41,8,146720.98,2,1,1,4195.84,0
15798615,850,France,Female,47,9,137301.87,1,1,0,44351.77,0
15685947,556,Germany,Male,42,0,115915.53,2,0,1,125435.47,1
15734970,835,Spain,Male,38,7,86824.09,1,0,0,175905.97,0
15716186,586,France,Female,38,2,0,2,1,0,87168.46,0
15713853,732,Germany,Male,42,9,108748.08,2,1,1,65323.11,0
15808544,747,France,Female,40,3,0,1,0,0,57817.84,1
15627699,558,France,Male,32,10,105000.23,1,1,0,190019.61,0
15800688,495,Spain,Female,42,7,0,2,0,0,130404.53,0
15769110,653,France,Female,46,5,0,2,1,0,49707.85,0
15635034,727,Germany,Male,37,9,101191.83,1,1,1,34551.35,1
15804853,781,France,Female,48,0,57098.96,1,1,0,85644.06,1
15568849,540,Spain,Female,31,10,118158.74,1,1,1,158027.57,0
15780954,582,Spain,Male,26,4,65848.36,2,1,0,30149.21,0
15742378,520,Germany,Male,32,5,110029.77,1,1,0,56246.69,0
15662426,649,Spain,Male,32,1,0,1,0,1,91167.19,1
15642821,383,Spain,Female,48,8,95808.19,1,0,0,137702.01,1
15757897,766,France,Female,26,3,104258.8,1,1,1,428.23,0
15716449,527,Spain,Male,33,9,132168.28,1,0,0,98734.15,0
15579433,793,Spain,Male,29,8,96674.55,2,0,0,192120.66,0
15604130,622,Spain,Female,47,6,142319.03,1,0,0,100183.05,0
15784526,616,France,Male,44,5,102016.38,1,0,1,178235.37,1
15771417,640,France,Male,43,7,132412.38,1,0,0,69584.30,1
15726634,479,France,Male,47,1,0,1,1,0,95270.83,0
15585198,715,France,Male,41,4,94267.9,1,0,1,152821.12,1
15649024,748,France,Female,39,9,132865.56,1,1,1,59636.43,1
15779176,565,Germany,Female,58,3,108888.24,3,0,1,135875.51,1
15786800,723,Germany,Male,52,5,131694.97,1,0,1,92873.50,1
15629150,721,France,Female,37,1,0,2,1,0,70810.80,0
15611247,481,France,Female,28,10,0,2,1,0,145215.96,0
15772995,529,France,Male,30,2,116295.29,1,1,0,75285.47,0
15592578,614,Spain,Female,41,7,146997.64,2,0,0,137791.18,0
15606552,741,France,Male,37,9,105261.76,2,1,1,149503.54,0
15729763,655,Spain,Male,34,1,116114.93,1,1,1,49492.15,0
15595010,694,Spain,Female,39,9,0,2,0,0,99924.04,0
15590268,529,Spain,Male,35,5,95772.97,1,1,1,112781.50,0
15795895,678,Germany,Male,36,1,117864.85,2,1,0,27619.06,0
15747795,593,Germany,Female,38,4,129499.42,1,1,1,154071.27,0
15648047,742,Germany,Male,27,5,190125.43,2,0,0,21793.59,0
15715079,465,France,Male,41,9,117221.15,1,1,0,168280.95,0
15699524,466,France,Female,30,3,0,1,1,0,193984.60,0
15703354,808,France,Female,33,2,103516.87,1,1,0,113907.80,0
15691874,687,France,Female,34,9,125474.44,1,1,0,198929.84,0
15812071,744,France,Male,54,6,93806.31,2,0,1,140068.77,0
15646168,834,Spain,Male,33,5,0,2,1,0,66285.18,0
15809263,729,Germany,Male,29,5,109676.52,1,1,1,25548.47,0
15640922,791,France,Female,52,7,0,1,1,1,122782.50,0
15672437,642,France,Male,72,1,160541,2,1,1,142223.94,0
15628715,709,France,Female,36,8,0,2,1,1,69676.55,0
15784209,497,France,Male,47,6,0,1,1,1,90055.08,0
15710397,584,France,Male,26,4,0,2,1,0,147600.54,0
15801699,436,Spain,Male,43,5,0,2,1,1,35687.43,0
15773776,655,France,Female,38,6,0,1,1,1,188639.28,0
15712849,632,Germany,Male,41,3,126550.7,1,0,0,177644.52,1
15631681,807,Spain,Female,43,0,0,2,0,1,85523.24,0
15753161,768,France,Female,36,5,180169.44,2,1,0,17348.56,0
15724863,420,Spain,Female,55,4,91893.32,1,1,0,144870.28,1
15699446,816,Germany,Female,25,2,150355.35,2,1,1,35770.84,0
15731951,689,Spain,Female,28,5,95328.6,1,1,0,6129.61,1
15741336,715,France,Female,38,5,118590.41,1,1,1,5684.17,1
15709004,528,Germany,Male,22,5,93547.23,2,0,1,961.57,0
15589544,673,Spain,Female,57,4,0,2,1,1,49684.09,0
